account_id,supervised_risk_score,anomaly_score,anomaly_flag,n_sim_changes,failure_rate,max_amount,label_account_takeover,combined_risk
ACC100066,0.0,0.22463484413120594,0,0.0,0.2142857142857142,709.71,0,0.08985393765248238
ACC100296,0.0,0.22284093375337427,0,0.0,0.0,1292.44,0,0.08913637350134972
ACC100111,0.0033333333333333335,0.21743090385998098,0,1.0,0.0,3249.72,0,0.0889723615439924
ACC100087,0.0,0.22089492980465436,0,1.0,0.0666666666666666,801.44,0,0.08835797192186175
ACC100024,0.0,0.22052123580893226,0,2.0,0.0625,1207.66,0,0.08820849432357292
ACC100566,0.0,0.21969984297782794,0,0.0,0.1818181818181818,2000.88,0,0.08787993719113119
ACC100097,0.0,0.2190419620532457,0,1.0,0.0,915.4,0,0.08761678482129828
ACC100785,0.0,0.21876365036605047,0,1.0,0.1666666666666666,735.37,0,0.08750546014642019
ACC100309,0.0,0.21811011908494146,0,2.0,0.1,1153.63,0,0.08724404763397658
ACC100362,0.006666666666666667,0.20796744303891995,0,0.0,0.1176470588235294,2526.4,0,0.08718697721556799
ACC100421,0.0,0.21709240394190538,0,1.0,0.1052631578947368,2250.2,0,0.08683696157676216
ACC100694,0.0,0.21702072605683284,0,2.0,0.0,1310.45,0,0.08680829042273314
ACC100173,0.0,0.2167673981802061,0,1.0,0.1,2030.58,0,0.08670695927208244
ACC100349,0.0,0.2156021218355923,0,2.0,0.0666666666666666,1557.37,0,0.08624084873423693
ACC100732,0.0,0.21537043608179915,0,2.0,0.0,979.34,0,0.08614817443271966
ACC100069,0.0,0.21467727288271288,0,1.0,0.0,1372.75,0,0.08587090915308515
ACC100267,0.0,0.21389859356781654,0,0.0,0.0,2018.55,0,0.08555943742712663
ACC100055,0.0,0.21270146856025027,0,2.0,0.08,1500.43,0,0.08508058742410012
ACC100156,0.006666666666666667,0.20269496690948843,0,1.0,0.1363636363636363,1816.02,0,0.08507798676379538
ACC100189,0.0,0.21253417080471892,0,1.0,0.0526315789473684,2564.26,0,0.08501366832188757
ACC100152,0.0,0.2116797484505257,0,0.0,0.0526315789473684,1005.91,0,0.08467189938021029
ACC100522,0.0,0.2102299099633192,0,0.0,0.0384615384615384,1607.54,0,0.08409196398532769
ACC100116,0.0,0.20944254880437363,0,0.0,0.0,852.83,0,0.08377701952174946
ACC100489,0.0,0.20870266308419616,0,0.0,0.2142857142857142,969.13,0,0.08348106523367847
ACC100518,0.0,0.20868486271257305,0,0.0,0.0,1479.31,0,0.08347394508502923
ACC100159,0.0,0.20854681013308737,0,0.0,0.1,1717.02,0,0.08341872405323496
ACC100416,0.0,0.20852969510534405,0,2.0,0.0555555555555555,3977.41,0,0.08341187804213762
ACC100700,0.0,0.2080176003552481,0,0.0,0.1176470588235294,1379.29,0,0.08320704014209925
ACC100738,0.0,0.20724818564418623,0,2.0,0.0,2237.38,0,0.0828992742576745
ACC100391,0.0033333333333333335,0.20216406825450237,0,2.0,0.0555555555555555,1144.77,0,0.08286562730180096
ACC100590,0.0,0.2067579238628774,0,2.0,0.0666666666666666,806.91,0,0.08270316954515096
ACC100246,0.0,0.2059131909801908,0,0.0,0.0,1255.96,0,0.08236527639207633
ACC100341,0.0,0.2054346970097679,0,0.0,0.0909090909090909,1621.04,0,0.08217387880390717
ACC100003,0.0,0.20480641146722597,0,0.0,0.0526315789473684,806.82,0,0.0819225645868904
ACC100623,0.0,0.20432162822534117,0,2.0,0.0555555555555555,1018.05,0,0.08172865129013647
ACC100536,0.0,0.20407987605239725,0,1.0,0.0,917.59,0,0.0816319504209589
ACC100592,0.0,0.20382870375493847,0,2.0,0.0,1666.83,0,0.0815314815019754
ACC100337,0.0,0.20345940114326444,0,1.0,0.0714285714285714,547.65,0,0.08138376045730578
ACC100120,0.0,0.2028651117611278,0,1.0,0.05,3707.87,0,0.08114604470445112
ACC100657,0.0,0.20104692300926197,0,0.0,0.1428571428571428,2979.95,0,0.08041876920370479
ACC100635,0.0,0.20092489953119588,0,2.0,0.0,972.12,0,0.08036995981247835
ACC100110,0.0,0.1988690539130309,0,2.0,0.0,561.35,0,0.07954762156521236
ACC100117,0.0,0.19879860760074303,0,1.0,0.0,1525.64,0,0.07951944304029722
ACC100579,0.0,0.1985603040134442,0,0.0,0.0,772.09,0,0.07942412160537769
ACC100752,0.0,0.1965763319169245,0,1.0,0.0,937.51,0,0.0786305327667698
ACC100683,0.0,0.1958275138948197,0,0.0,0.0,613.0,0,0.07833100555792788
ACC100154,0.0,0.19555520775194948,0,1.0,0.0714285714285714,832.21,0,0.0782220831007798
ACC100037,0.0,0.19515742992460097,0,0.0,0.0869565217391304,756.88,0,0.0780629719698404
ACC100070,0.0,0.1934547430264435,0,2.0,0.0769230769230769,975.84,0,0.07738189721057741
ACC100157,0.0,0.19310461544981283,0,0.0,0.0,2197.17,0,0.07724184617992513
ACC100208,0.0,0.19242158648524557,0,2.0,0.0476190476190476,2355.83,0,0.07696863459409824
ACC100742,0.0,0.19225795148280425,0,1.0,0.1052631578947368,1948.62,0,0.0769031805931217
ACC100264,0.0,0.19146883453572536,0,2.0,0.0666666666666666,1698.21,0,0.07658753381429015
ACC100559,0.0,0.19070393635463917,0,0.0,0.125,2059.63,0,0.07628157454185568
ACC100591,0.0,0.1899389876015954,0,1.0,0.15,1329.59,0,0.07597559504063817
ACC100166,0.013333333333333334,0.16936320796672477,0,1.0,0.0,5058.81,0,0.07574528318668991
ACC100046,0.0,0.18908732138799664,0,0.0,0.0909090909090909,856.47,0,0.07563492855519865
ACC100210,0.0,0.18796912573534316,0,0.0,0.0588235294117647,2197.53,0,0.07518765029413726
ACC100025,0.0,0.18784831668358556,0,1.0,0.0,893.9,0,0.07513932667343423
ACC100640,0.0,0.18762003664195756,0,0.0,0.0,703.64,0,0.07504801465678303
ACC100526,0.0,0.18753519342346564,0,0.0,0.0,1224.04,0,0.07501407736938626
ACC100248,0.0,0.18751255810249048,0,0.0,0.0,1734.75,0,0.0750050232409962
ACC100456,0.0,0.18718654743863195,0,0.0,0.0,2092.28,0,0.07487461897545278
ACC100417,0.0,0.18691425342392384,0,0.0,0.1764705882352941,1016.21,0,0.07476570136956955
ACC100185,0.0,0.18676646672935396,0,0.0,0.2,739.02,0,0.07470658669174159
ACC100283,0.0,0.1862919698857521,0,0.0,0.0833333333333333,1951.16,0,0.07451678795430085
ACC100475,0.0,0.18600588395777584,0,0.0,0.0,2557.15,0,0.07440235358311034
ACC100175,0.0,0.18575889595066186,0,1.0,0.1666666666666666,956.29,0,0.07430355838026474
ACC100307,0.0,0.1855229806389248,0,1.0,0.0909090909090909,1017.57,0,0.07420919225556992
ACC100144,0.0,0.18516652880575277,0,0.0,0.0,1458.45,0,0.07406661152230111
ACC100743,0.0,0.1839852904098783,0,0.0,0.1875,1653.02,0,0.07359411616395133
ACC100509,0.0,0.1838384827293138,0,2.0,0.0,1351.25,0,0.07353539309172552
ACC100410,0.0,0.18377518493087183,0,2.0,0.0,1157.96,0,0.07351007397234874
ACC100000,0.0,0.18359979178984984,0,1.0,0.125,977.97,0,0.07343991671593994
ACC100136,0.0,0.18320059743849768,0,0.0,0.0588235294117647,1319.89,0,0.07328023897539908
ACC100467,0.0,0.18304128666390918,0,0.0,0.0,807.6,0,0.07321651466556367
ACC100422,0.0,0.18254152796504636,0,0.0,0.0,927.06,0,0.07301661118601854
ACC100413,0.0,0.18250714749566888,0,0.0,0.0769230769230769,684.51,0,0.07300285899826756
ACC100242,0.0,0.18057607906154133,0,1.0,0.0952380952380952,1192.74,0,0.07223043162461654
ACC100015,0.0,0.18003466670143867,0,1.0,0.1111111111111111,1466.4,0,0.07201386668057547
ACC100491,0.0,0.17942278774735976,0,0.0,0.0,1375.51,0,0.0717691150989439
ACC100453,0.0,0.17923565823790227,0,0.0,0.0,1618.17,0,0.07169426329516092
ACC100728,0.0,0.17921073721779385,0,1.0,0.0,1798.94,0,0.07168429488711754
ACC100576,0.0031309523809523805,0.17392167385577934,0,0.0,0.05,2413.24,0,0.07144724097088316
ACC100419,0.0031309523809523805,0.17373019778855647,0,1.0,0.0833333333333333,3024.52,0,0.07137065054399401
ACC100364,0.0,0.178021859703181,0,0.0,0.1875,1176.69,0,0.0712087438812724
ACC100179,0.0,0.17788240445333883,0,0.0,0.05,1573.25,0,0.07115296178133554
ACC100373,0.0,0.1773994574846704,0,1.0,0.0,1809.57,0,0.07095978299386817
ACC100656,0.0033333333333333335,0.1722702899006029,0,0.0,0.2,1834.48,0,0.07090811596024116
ACC100201,0.0,0.1771995853650274,0,0.0,0.0,1780.06,0,0.07087983414601096
ACC100277,0.006666666666666667,0.1666476731152843,0,1.0,0.0909090909090909,3270.35,0,0.07065906924611373
