account_id,n_logins,n_failed,mean_mfa,lat_std,lon_std,failure_rate,geo_dispersion,n_txns,total_amount,mean_amount,max_amount,n_cashout,n_device_events,n_sim_changes,label_account_takeover
ACC100097,10,0,0.5,0.04515898950744285,0.0463997413785917,0.0,0.09155873088603456,10,3604.68,360.46799999999996,915.4,1,1.0,1.0,0
ACC100098,14,3,0.6428571428571429,1.6407080604971196,2.5683312644937035,0.21428571428571427,4.209039324990823,15,26023.059999999998,1734.8706666666665,7657.53,6,0.0,0.0,1
ACC100099,17,0,0.7058823529411765,0.04520496540269441,0.05304749675304805,0.0,0.09825246215574246,9,5203.79,578.1988888888889,2150.29,3,3.0,2.0,0
ACC100100,17,1,0.9411764705882353,0.04036822789681794,0.06549112423024452,0.058823529411764705,0.10585935212706246,11,8000.96,727.36,1935.62,4,1.0,0.0,0
ACC100101,21,2,0.7619047619047619,0.04193261998787602,0.05388408370001821,0.09523809523809523,0.09581670368789423,10,3474.49,347.44899999999996,1256.73,1,3.0,0.0,0
ACC100102,14,1,0.8571428571428571,0.055730846510233904,0.03909722805722054,0.07142857142857142,0.09482807456745444,15,8257.07,550.4713333333333,2152.11,1,3.0,2.0,0
ACC100103,9,0,0.7777777777777778,0.04436724580137919,0.051566801335743706,0.0,0.09593404713712289,10,5207.32,520.732,1515.64,3,3.0,1.0,0
ACC100104,12,1,0.6666666666666666,0.033030210001258935,0.047283621195220046,0.08333333333333333,0.08031383119647897,15,5706.280000000001,380.4186666666667,644.58,3,1.0,0.0,0
ACC100105,17,1,0.8235294117647058,0.046309247424880844,0.04763469370235991,0.058823529411764705,0.09394394112724075,10,11482.25,1148.225,3200.5,3,0.0,0.0,0
ACC100106,24,2,0.75,0.060394430440735725,0.049571207017959265,0.08333333333333333,0.10996563745869499,16,13540.5,846.28125,5582.27,0,5.0,1.0,0
ACC100107,13,1,0.6923076923076923,0.05187472953281358,0.045836547672841066,0.07692307692307693,0.09771127720565465,11,6649.39,604.49,1694.33,0,3.0,1.0,0
ACC100108,10,0,0.8,0.06342318626145768,0.053465361580080084,0.0,0.11688854784153777,7,3048.34,435.4771428571429,1018.14,1,3.0,1.0,0
ACC100109,12,1,1.0,0.0460949086782977,0.05373266880557702,0.08333333333333333,0.09982757748387472,11,7919.4,719.9454545454545,3295.56,1,2.0,0.0,0
ACC100110,17,0,0.9411764705882353,0.04302793381322527,0.056819233487591825,0.0,0.0998471673008171,7,2405.6800000000003,343.66857142857145,561.35,1,2.0,2.0,0
ACC100111,20,0,0.8,0.044157154751970594,0.05498420251595802,0.0,0.09914135726792861,13,9611.83,739.3715384615384,3249.72,0,4.0,1.0,0
ACC100112,14,2,0.7857142857142857,0.04747307912657667,0.059459141479628455,0.14285714285714285,0.10693222060620512,13,6781.84,521.6800000000001,1111.83,4,1.0,1.0,0
ACC100113,10,2,0.9,0.035924088173690874,0.0512072086939173,0.2,0.08713129686760818,14,6217.24,444.0885714285714,1134.07,0,3.0,3.0,0
ACC100114,13,0,0.5384615384615384,0.04161538177164804,0.05138183606025692,0.0,0.09299721783190495,12,8380.8,698.4,1305.65,2,0.0,0.0,0
ACC100115,12,1,0.9166666666666666,0.044895139610051996,0.05402394250363771,0.08333333333333333,0.09891908211368972,12,5828.75,485.7291666666667,1003.69,1,1.0,0.0,0
ACC100116,17,0,0.7647058823529411,0.054464500715927754,0.034550695915352175,0.0,0.08901519663127994,19,7291.43,383.75947368421055,852.83,0,1.0,0.0,0
ACC100117,17,0,0.7647058823529411,0.049530198750209885,0.05401366725190881,0.0,0.10354386600211869,11,7318.38,665.3072727272728,1525.64,5,4.0,1.0,0
ACC100118,14,1,0.8571428571428571,0.05186484972852651,0.04997369637789732,0.07142857142857142,0.10183854610642383,12,5446.08,453.84,1012.31,3,2.0,0.0,0
ACC100119,15,0,0.6666666666666666,0.0374537403561606,0.048063937575258606,0.0,0.0855176779314192,9,5278.95,586.55,1250.28,0,3.0,0.0,0
ACC100120,20,1,0.7,0.05316787811411974,0.03178318986342789,0.05,0.08495106797754763,14,12582.849999999999,898.7749999999999,3707.87,0,2.0,1.0,0
ACC100121,17,0,0.7647058823529411,0.05653109763661058,0.05259239418842625,0.0,0.10912349182503683,11,6681.32,607.3927272727273,2286.92,2,2.0,1.0,0
ACC100122,19,1,0.7368421052631579,0.053807695812541266,0.05233186052235181,0.05263157894736842,0.10613955633489308,12,5847.5599999999995,487.2966666666666,1190.8,1,1.0,1.0,0
ACC100123,23,1,0.8695652173913043,0.047357790031628814,0.06304013622053338,0.043478260869565216,0.11039792625216219,10,4781.51,478.151,1084.11,1,3.0,1.0,0
ACC100124,16,0,1.0,0.06264935088783176,0.049457063870254475,0.0,0.11210641475808623,9,7396.820000000001,821.8688888888889,1919.73,2,2.0,1.0,0
ACC100125,16,2,0.8125,0.0440564618794262,0.0619914174167147,0.125,0.1060478792961409,12,4013.1499999999996,334.4291666666666,750.68,0,2.0,2.0,0
ACC100126,11,0,0.7272727272727273,0.06792071045778972,0.05064835275074207,0.0,0.11856906320853179,12,6646.280000000001,553.8566666666667,1811.97,1,1.0,0.0,0
ACC100127,13,1,0.6923076923076923,0.06563630659619524,0.06007618027053043,0.07692307692307693,0.12571248686672568,13,4306.14,331.2415384615385,1263.75,3,2.0,0.0,0
ACC100128,16,1,0.875,0.04216774241052039,0.043408645452258664,0.0625,0.08557638786277905,11,5619.51,510.86454545454546,962.16,1,0.0,0.0,0
ACC100129,18,0,0.8888888888888888,0.04422725367146667,0.05215385860432694,0.0,0.0963811122757936,15,5597.0199999999995,373.13466666666665,1093.59,1,2.0,2.0,0
ACC100130,14,0,0.8571428571428571,0.05027612108793169,0.060599193499148586,0.0,0.11087531458708028,9,6799.87,755.5411111111111,2993.27,1,0.0,0.0,0
ACC100131,11,3,0.7272727272727273,1.526778667891084,1.3287723028146234,0.2727272727272727,2.8555509707057074,5,1746.66,349.332,633.83,1,4.0,3.0,1
ACC100132,14,0,0.9285714285714286,0.07125045131917981,0.05221405909362955,0.0,0.12346451041280937,17,9582.6,563.6823529411765,2776.18,4,4.0,0.0,0
ACC100133,10,3,1.0,0.03261843377941722,0.047139420870434434,0.3,0.07975785464985166,11,9032.369999999999,821.1245454545453,3919.91,2,3.0,0.0,0
ACC100134,15,2,0.6666666666666666,0.05922490065118607,0.05348781970825671,0.13333333333333333,0.11271272035944277,13,10881.73,837.0561538461538,2843.0,1,4.0,3.0,0
ACC100135,13,2,0.8461538461538461,0.037453047529283454,0.04435937735106707,0.15384615384615385,0.08181242488035052,13,9646.029999999999,742.0023076923076,1785.57,2,2.0,0.0,0
ACC100136,17,1,0.7647058823529411,0.0399497414038601,0.03808877787485459,0.058823529411764705,0.07803851927871469,10,5199.5,519.95,1319.89,6,1.0,0.0,0
ACC100137,24,4,0.7916666666666666,0.05683746452110972,0.041389243684240726,0.16666666666666666,0.09822670820535045,10,8208.61,820.8610000000001,2995.28,2,1.0,1.0,0
ACC100138,18,0,0.8888888888888888,0.05911434582529807,0.05383815494706839,0.0,0.11295250077236646,14,8175.61,583.9721428571428,3540.58,1,1.0,0.0,0
ACC100139,12,2,0.9166666666666666,0.05750442077867499,0.03663677052560049,0.16666666666666666,0.09414119130427548,12,5679.9,473.325,1157.35,2,1.0,0.0,0
ACC100140,17,1,0.8235294117647058,0.05146001446011546,0.06602523303297676,0.058823529411764705,0.11748524749309222,8,3983.05,497.88125,959.7,1,4.0,2.0,0
ACC100141,11,1,0.7272727272727273,2.1194921200393955,1.6013188327693588,0.09090909090909091,3.7208109528087543,15,51581.03,3438.735333333333,18924.17,6,1.0,1.0,1
ACC100142,15,1,0.8666666666666667,0.036170182405374944,0.0685291720989773,0.06666666666666667,0.10469935450435225,13,5012.95,385.61153846153843,783.67,4,3.0,0.0,0
ACC100143,14,0,0.7142857142857143,0.06406680622085563,0.04936786838188595,0.0,0.11343467460274158,11,6285.599999999999,571.4181818181818,2465.38,1,1.0,0.0,0
ACC100144,10,0,1.0,0.031388504619083504,0.05864546586622747,0.0,0.09003397048531098,15,6932.5599999999995,462.17066666666665,1458.45,0,1.0,0.0,0
ACC100145,11,0,0.7272727272727273,0.03368210477120125,0.05875363509063627,0.0,0.09243573986183752,7,4046.83,578.1185714285714,1029.56,1,0.0,0.0,0
ACC100146,17,0,0.8235294117647058,0.03971083068294356,0.0512829148249332,0.0,0.09099374550787676,6,1733.1100000000001,288.8516666666667,446.86,1,6.0,2.0,0
ACC100147,13,0,0.8461538461538461,0.049206206612893544,0.048332625547424055,0.0,0.0975388321603176,14,6344.43,453.17357142857145,1357.32,2,1.0,0.0,0
ACC100148,15,1,0.8,0.05938599161418456,0.04576618943322914,0.06666666666666667,0.1051521810474137,14,10256.69,732.6207142857144,2806.38,1,0.0,0.0,0
ACC100149,18,0,0.8333333333333334,0.03457992021900775,0.05157811893566094,0.0,0.08615803915466869,10,3219.27,321.927,565.26,2,0.0,0.0,0
ACC100150,6,0,0.8333333333333334,0.1078676781988006,0.06158814009206402,0.0,0.16945581829086462,12,4932.85,411.0708333333334,1239.58,1,2.0,2.0,0
ACC100151,11,0,0.7272727272727273,0.06271433357984153,0.05754718538255855,0.0,0.12026151896240009,8,3436.4,429.55,1068.67,1,2.0,0.0,0
ACC100152,19,1,0.5263157894736842,0.04291766290787146,0.02998687432159116,0.05263157894736842,0.07290453722946262,12,5106.48,425.53999999999996,1005.91,3,0.0,0.0,0
ACC100153,15,2,0.7333333333333333,1.4519381423594102,2.281025841547949,0.13333333333333333,3.7329639839073594,9,23054.25,2561.5833333333335,14647.52,3,0.0,0.0,1
ACC100154,14,1,0.8571428571428571,0.02920416197946927,0.0424115731665489,0.07142857142857142,0.07161573514601817,13,6183.57,475.65923076923076,832.21,2,6.0,1.0,0
ACC100155,18,2,0.6111111111111112,0.04929443120386338,0.04198087177240713,0.1111111111111111,0.09127530297627051,8,4378.97,547.37125,1845.06,0,5.0,1.0,0
ACC100156,22,3,0.7272727272727273,0.047448596017893564,0.047236088677970085,0.13636363636363635,0.09468468469586365,11,6235.83,566.8936363636363,1816.02,1,4.0,1.0,0
ACC100157,12,0,0.8333333333333334,0.04031983777474579,0.042784494323825,0.0,0.0831043320985708,5,3634.7,726.9399999999999,2197.17,2,0.0,0.0,0
ACC100158,8,0,1.0,0.053051953983134024,0.07094257234854612,0.0,0.12399452633168015,11,6253.01,568.4554545454546,1603.07,2,5.0,3.0,0
ACC100159,20,2,0.95,0.047774847764774364,0.04999216780761905,0.1,0.09776701557239342,18,8321.869999999999,462.32611111111106,1717.02,2,3.0,0.0,0
ACC100160,24,0,0.875,0.05228327090634887,0.04881456705248748,0.0,0.10109783795883635,11,5611.3,510.1181818181818,1660.56,1,2.0,1.0,0
ACC100161,23,0,0.8695652173913043,0.048270221755243634,0.039722777985798395,0.0,0.08799299974104202,9,5370.68,596.7422222222223,1963.45,1,4.0,1.0,0
ACC100162,8,2,0.875,0.027383829300206813,0.05616934694042632,0.25,0.08355317624063313,7,3876.6499999999996,553.8071428571428,1431.33,3,1.0,0.0,0
ACC100163,18,1,0.7222222222222222,0.04683361035435479,0.04843683576394741,0.05555555555555555,0.09527044611830221,9,3349.13,372.1255555555556,1057.09,1,0.0,0.0,0
ACC100164,14,3,0.6428571428571429,0.05179712803358379,0.06025627549279553,0.21428571428571427,0.11205340352637932,15,6140.46,409.364,974.91,2,2.0,1.0,0
ACC100165,13,1,0.7692307692307693,0.05836719420166057,0.03977324348649246,0.07692307692307693,0.09814043768815303,13,6891.76,530.1353846153846,1903.11,2,3.0,1.0,0
