event_id,timestamp,account_id,change_type,device_id,sim_hash,device_model,os_version
DEV_EVT_0010171,2026-09-20 12:34:08,NDM_000004,SIM_CHANGE,DEV_EVT_0010171,25db54b071a87e3d,Xiaomi_Redmi,Android_15
DEV_EVT_0018393,2026-09-27 00:05:42,NDM_000004,SIM_CHANGE,DEV_EVT_0018393,e9d9f0e57c8fd000,Samsung_A25,Android_13
DEV_EVT_0016945,2026-09-17 20:49:20,NDM_000005,DEVICE_CHANGE,DEV_EVT_0016945,cb07d87aabcef0fa,iPhone_14,Android_14
DEV_EVT_0007975,2026-09-24 12:34:30,NDM_000005,SIM_CHANGE,DEV_EVT_0007975,d706d271cf84d2dd,Samsung_A15,Android_15
DEV_EVT_0008263,2026-09-24 17:43:54,NDM_000005,SIM_CHANGE,DEV_EVT_0008263,b50a82c492038960,iPhone_14,iOS_18
DEV_EVT_0005486,2026-09-29 04:18:54,NDM_000006,SIM_CHANGE,DEV_EVT_0005486,6f7108be993d3245,Samsung_A15,Android_14
DEV_EVT_0004734,2026-09-07 06:47:28,NDM_000007,SIM_CHANGE,DEV_EVT_0004734,198dc7c4f938206a,iPhone_13,Android_15
DEV_EVT_0017158,2026-09-19 09:48:12,NDM_000007,SIM_CHANGE,DEV_EVT_0017158,0307be7b56b20516,iPhone_13,Android_14
DEV_EVT_0017633,2026-09-23 15:34:35,NDM_000007,SIM_CHANGE,DEV_EVT_0017633,c819b8ed25b61edd,iPhone_14,iOS_17
DEV_EVT_0018444,2026-09-27 03:53:24,NDM_000007,SIM_CHANGE,DEV_EVT_0018444,60eefa58a095b2d4,Huawei_Nova,iOS_18
DEV_EVT_0015195,2026-09-29 00:37:17,NDM_000007,SIM_CHANGE,DEV_EVT_0015195,d27fa0bd3cdf079e,Samsung_A25,Android_13
DEV_EVT_0013239,2026-09-04 12:24:48,NDM_000008,SIM_CHANGE,DEV_EVT_0013239,a572457b076c2bdd,iPhone_13,Android_14
DEV_EVT_0015376,2026-09-05 18:14:47,NDM_000008,OS_UPDATE,DEV_EVT_0015376,6911db45e81cf66b,Huawei_Nova,Android_13
DEV_EVT_0006913,2026-09-09 07:39:54,NDM_000008,SIM_CHANGE,DEV_EVT_0006913,55c1b5ec7d2d0374,iPhone_13,Android_15
DEV_EVT_0007555,2026-09-09 11:31:23,NDM_000008,DEVICE_CHANGE,DEV_EVT_0007555,0ef8ad3779d6b897,Samsung_A25,iOS_18
DEV_EVT_0012043,2026-09-13 10:33:34,NDM_000008,DEVICE_CHANGE,DEV_EVT_0012043,d9473c5a35f65d21,Google_Pixel,iOS_17
DEV_EVT_0010712,2026-09-30 16:36:57,NDM_000008,SIM_CHANGE,DEV_EVT_0010712,dba642ace68d3d6e,Google_Pixel,Android_15
DEV_EVT_0019776,2026-09-17 06:35:40,NDM_000009,SIM_CHANGE,DEV_EVT_0019776,c11330b00bc7b644,Huawei_Nova,iOS_18
DEV_EVT_0006124,2026-09-29 14:07:13,NDM_000009,SIM_CHANGE,DEV_EVT_0006124,97c932315f6ccf3f,iPhone_13,iOS_18
DEV_EVT_0018374,2026-09-30 08:13:18,NDM_000009,DEVICE_CHANGE,DEV_EVT_0018374,a5330276aa68e967,Samsung_A15,Android_14
DEV_EVT_0006632,2026-09-03 08:01:47,NDM_000010,DEVICE_CHANGE,DEV_EVT_0006632,80f4524d1da0523f,Google_Pixel,Android_15
DEV_EVT_0015146,2026-09-05 01:42:46,NDM_000010,SIM_CHANGE,DEV_EVT_0015146,bef7bb1044e16884,Samsung_A25,iOS_17
DEV_EVT_0009019,2026-09-14 02:53:36,NDM_000010,DEVICE_CHANGE,DEV_EVT_0009019,8527102803ba4e4b,Huawei_Nova,iOS_17
DEV_EVT_0001274,2026-09-14 09:12:30,NDM_000010,DEVICE_CHANGE,DEV_EVT_0001274,8c01b24b2aac6663,Xiaomi_Redmi,iOS_17
DEV_EVT_0010818,2026-09-19 23:04:47,NDM_000010,SIM_CHANGE,DEV_EVT_0010818,d5fb0ab5b5c42325,Samsung_A15,Android_13
DEV_EVT_0003908,2026-09-21 10:01:18,NDM_000010,DEVICE_CHANGE,DEV_EVT_0003908,de8ba3b269bf792b,Xiaomi_Redmi,Android_14
DEV_EVT_0017646,2026-09-25 00:18:50,NDM_000010,DEVICE_CHANGE,DEV_EVT_0017646,ecaba8d4008cfc8e,Xiaomi_Redmi,Android_13
DEV_EVT_0012616,2026-09-28 00:29:45,NDM_000010,SIM_CHANGE,DEV_EVT_0012616,a792cbed3f0c50c4,Google_Pixel,Android_13
DEV_EVT_0005385,2026-09-03 07:56:32,NDM_000011,OS_UPDATE,DEV_EVT_0005385,6e3dd54d36051fc6,Google_Pixel,iOS_18
DEV_EVT_0018078,2026-09-11 02:14:18,NDM_000011,SIM_CHANGE,DEV_EVT_0018078,aef3279079ee963f,iPhone_14,iOS_17
DEV_EVT_0001899,2026-09-08 13:02:48,NDM_000012,SIM_CHANGE,DEV_EVT_0001899,b910c7446244f854,Samsung_A25,Android_15
DEV_EVT_0003001,2026-09-19 09:53:17,NDM_000012,OS_UPDATE,DEV_EVT_0003001,73a527049f11c9a9,Samsung_A25,Android_14
DEV_EVT_0000954,2026-09-25 23:08:20,NDM_000012,SIM_CHANGE,DEV_EVT_0000954,13afd7ba8521b2cd,Google_Pixel,Android_14
DEV_EVT_0004417,2026-09-01 16:07:42,NDM_000013,SIM_CHANGE,DEV_EVT_0004417,3b61ff0a627a9b90,Xiaomi_Redmi,iOS_17
DEV_EVT_0002194,2026-09-04 19:04:24,NDM_000013,OS_UPDATE,DEV_EVT_0002194,b0c631f29a012738,iPhone_13,iOS_17
DEV_EVT_0007361,2026-09-07 01:17:04,NDM_000013,SIM_CHANGE,DEV_EVT_0007361,11c9688f44737537,iPhone_13,iOS_18
DEV_EVT_0005931,2026-09-15 04:59:22,NDM_000013,SIM_CHANGE,DEV_EVT_0005931,e79bd5c874ed2f70,Samsung_A15,iOS_17
DEV_EVT_0019798,2026-09-24 00:48:32,NDM_000013,SIM_CHANGE,DEV_EVT_0019798,44a7dc11852aa8fe,Huawei_Nova,iOS_17
DEV_EVT_0012106,2026-09-30 08:36:49,NDM_000013,OS_UPDATE,DEV_EVT_0012106,564bd5788455c54c,Samsung_A25,Android_14
DEV_EVT_0008404,2026-09-30 19:39:05,NDM_000013,SIM_CHANGE,DEV_EVT_0008404,26384522474ae9b3,Google_Pixel,iOS_18
DEV_EVT_0017994,2026-09-12 08:44:32,NDM_000014,SIM_CHANGE,DEV_EVT_0017994,c564175cd6f09a49,Huawei_Nova,iOS_18
DEV_EVT_0016771,2026-09-16 06:53:19,NDM_000014,SIM_CHANGE,DEV_EVT_0016771,63f5b9ae31a0fe32,Google_Pixel,Android_15
DEV_EVT_0012360,2026-09-16 14:50:53,NDM_000014,SIM_CHANGE,DEV_EVT_0012360,c637d3c299f3603f,Samsung_A25,iOS_17
DEV_EVT_0011516,2026-09-07 13:54:26,NDM_000015,OS_UPDATE,DEV_EVT_0011516,7f18cfa06ae585cb,Samsung_A15,iOS_17
DEV_EVT_0001625,2026-09-22 01:39:00,NDM_000015,OS_UPDATE,DEV_EVT_0001625,c2bc766e9228a29a,Samsung_A25,Android_13
DEV_EVT_0013874,2026-09-17 14:21:04,NDM_000016,SIM_CHANGE,DEV_EVT_0013874,fd4a918158c088f4,Samsung_A25,Android_14
DEV_EVT_0000064,2026-09-21 03:49:32,NDM_000016,SIM_CHANGE,DEV_EVT_0000064,d73853c9e5d2ff62,Huawei_Nova,Android_15
DEV_EVT_0014906,2026-09-07 16:55:38,NDM_000017,SIM_CHANGE,DEV_EVT_0014906,930d324f87dd255b,Samsung_A15,iOS_18
DEV_EVT_0005666,2026-09-08 19:20:46,NDM_000017,SIM_CHANGE,DEV_EVT_0005666,992a962e9b846220,iPhone_13,iOS_17
DEV_EVT_0002989,2026-09-19 12:05:16,NDM_000017,SIM_CHANGE,DEV_EVT_0002989,e03e8672e8794435,Google_Pixel,iOS_18
DEV_EVT_0005644,2026-09-27 17:57:35,NDM_000017,DEVICE_CHANGE,DEV_EVT_0005644,ad991073ad421ca7,Samsung_A15,Android_14
DEV_EVT_0014361,2026-09-01 15:06:27,NDM_000018,OS_UPDATE,DEV_EVT_0014361,5ec51a265e65b277,iPhone_13,iOS_17
DEV_EVT_0017647,2026-09-12 23:20:10,NDM_000018,SIM_CHANGE,DEV_EVT_0017647,cf96bf1bb9afb1f3,Samsung_A25,iOS_17
DEV_EVT_0002623,2026-09-19 22:41:10,NDM_000018,SIM_CHANGE,DEV_EVT_0002623,b5471525c810bb1b,Google_Pixel,iOS_17
DEV_EVT_0009622,2026-09-12 14:53:48,NDM_000019,OS_UPDATE,DEV_EVT_0009622,545956dbfa8b87a2,iPhone_13,iOS_18
DEV_EVT_0001208,2026-09-25 22:21:58,NDM_000019,DEVICE_CHANGE,DEV_EVT_0001208,fc8e3e1416208bee,Samsung_A15,Android_13
DEV_EVT_0015491,2026-09-04 23:11:16,NDM_000020,DEVICE_CHANGE,DEV_EVT_0015491,e0540eec54524788,Samsung_A15,iOS_18
DEV_EVT_0013445,2026-09-07 16:31:37,NDM_000020,SIM_CHANGE,DEV_EVT_0013445,9f8c071944a0e487,Google_Pixel,Android_15
DEV_EVT_0005726,2026-09-07 23:24:09,NDM_000020,DEVICE_CHANGE,DEV_EVT_0005726,771566a9a2d8affd,Google_Pixel,Android_15
DEV_EVT_0019759,2026-09-11 23:08:57,NDM_000020,SIM_CHANGE,DEV_EVT_0019759,5a3db17c9c5fc273,Samsung_A25,iOS_18
DEV_EVT_0009979,2026-09-12 23:22:51,NDM_000020,SIM_CHANGE,DEV_EVT_0009979,5361d6d42d0e0afa,Huawei_Nova,Android_13
DEV_EVT_0012354,2026-09-19 06:34:21,NDM_000020,SIM_CHANGE,DEV_EVT_0012354,d0c2c710a85d1418,Xiaomi_Redmi,iOS_17
DEV_EVT_0015111,2026-09-27 11:14:46,NDM_000020,SIM_CHANGE,DEV_EVT_0015111,4762595400bca820,Samsung_A15,Android_13
DEV_EVT_0000485,2026-09-28 21:42:30,NDM_000020,SIM_CHANGE,DEV_EVT_0000485,748ca6c9af9260b4,Samsung_A15,Android_13
DEV_EVT_0001673,2026-09-07 16:09:56,NDM_000021,SIM_CHANGE,DEV_EVT_0001673,b9fa71ad2cf839a8,iPhone_14,Android_13
DEV_EVT_0000982,2026-09-30 06:48:39,NDM_000021,OS_UPDATE,DEV_EVT_0000982,7f14042b1605aac5,Xiaomi_Redmi,iOS_17
DEV_EVT_0017749,2026-09-30 13:10:06,NDM_000021,DEVICE_CHANGE,DEV_EVT_0017749,f3a2c024be65327e,iPhone_14,iOS_17
DEV_EVT_0019403,2026-09-04 07:06:04,NDM_000022,SIM_CHANGE,DEV_EVT_0019403,d31a71e5066f95f6,Xiaomi_Redmi,iOS_17
DEV_EVT_0010358,2026-09-06 13:34:40,NDM_000022,SIM_CHANGE,DEV_EVT_0010358,50a212157b94545e,iPhone_14,iOS_18
DEV_EVT_0001584,2026-09-29 14:58:22,NDM_000022,SIM_CHANGE,DEV_EVT_0001584,fea05b103b6d764b,Xiaomi_Redmi,Android_13
DEV_EVT_0002212,2026-09-30 00:16:55,NDM_000022,DEVICE_CHANGE,DEV_EVT_0002212,34fa12b65039087f,Samsung_A25,Android_14
DEV_EVT_0016900,2026-09-06 01:42:27,NDM_000023,OS_UPDATE,DEV_EVT_0016900,9e2d3bae980c057f,Samsung_A15,Android_15
DEV_EVT_0004147,2026-09-16 23:54:26,NDM_000023,DEVICE_CHANGE,DEV_EVT_0004147,68080bbd0e610f70,Google_Pixel,iOS_18
DEV_EVT_0016141,2026-09-17 04:55:12,NDM_000023,SIM_CHANGE,DEV_EVT_0016141,bf4e17c60ce8a3ac,iPhone_13,Android_15
DEV_EVT_0014118,2026-09-22 00:32:44,NDM_000024,DEVICE_CHANGE,DEV_EVT_0014118,f66359be940a1642,Google_Pixel,Android_14
DEV_EVT_0009976,2026-09-22 10:53:43,NDM_000024,SIM_CHANGE,DEV_EVT_0009976,d1ec78e861b5275c,Samsung_A15,Android_15
DEV_EVT_0012786,2026-09-25 19:25:05,NDM_000024,SIM_CHANGE,DEV_EVT_0012786,ebbe36c9c8139a8c,Google_Pixel,Android_13
DEV_EVT_0012516,2026-09-14 13:50:41,NDM_000025,DEVICE_CHANGE,DEV_EVT_0012516,b713783d073458ec,Huawei_Nova,iOS_17
DEV_EVT_0011706,2026-09-16 05:04:14,NDM_000025,SIM_CHANGE,DEV_EVT_0011706,9950e466cce6a90a,Google_Pixel,Android_15
DEV_EVT_0016756,2026-09-20 00:56:50,NDM_000025,DEVICE_CHANGE,DEV_EVT_0016756,d9d15552b5b93c86,Samsung_A15,Android_13
DEV_EVT_0002696,2026-09-27 02:54:06,NDM_000025,SIM_CHANGE,DEV_EVT_0002696,b4ddd9d3abd3d692,Google_Pixel,Android_15
DEV_EVT_0015774,2026-09-01 03:42:59,NDM_000026,DEVICE_CHANGE,DEV_EVT_0015774,758bfc0108404bd2,Xiaomi_Redmi,iOS_18
DEV_EVT_0009475,2026-09-04 03:09:43,NDM_000026,SIM_CHANGE,DEV_EVT_0009475,f71255fe921b2c0c,iPhone_13,Android_13
DEV_EVT_0011187,2026-09-07 19:04:32,NDM_000026,SIM_CHANGE,DEV_EVT_0011187,de2ac7d88b291301,Google_Pixel,iOS_17
DEV_EVT_0006695,2026-09-08 02:49:47,NDM_000026,DEVICE_CHANGE,DEV_EVT_0006695,59fd556ae9c547d5,Huawei_Nova,iOS_17
DEV_EVT_0002831,2026-09-08 22:40:55,NDM_000026,SIM_CHANGE,DEV_EVT_0002831,74d5d98b297675b2,iPhone_14,Android_14
DEV_EVT_0008889,2026-09-11 14:36:28,NDM_000026,SIM_CHANGE,DEV_EVT_0008889,873af42c9994c770,Google_Pixel,iOS_18
DEV_EVT_0010123,2026-09-18 11:02:47,NDM_000026,SIM_CHANGE,DEV_EVT_0010123,e78e6173295f6252,Samsung_A25,Android_15
DEV_EVT_0001130,2026-09-22 17:50:10,NDM_000026,SIM_CHANGE,DEV_EVT_0001130,a8c4395798b1695f,iPhone_14,Android_13
DEV_EVT_0009838,2026-09-11 07:49:25,NDM_000027,SIM_CHANGE,DEV_EVT_0009838,36d35ba03fa4a281,Huawei_Nova,iOS_17
DEV_EVT_0007432,2026-09-11 14:28:39,NDM_000027,SIM_CHANGE,DEV_EVT_0007432,00a9d9b5654cf216,Google_Pixel,iOS_17
DEV_EVT_0010248,2026-09-12 01:47:25,NDM_000027,DEVICE_CHANGE,DEV_EVT_0010248,a549bf917492de3d,iPhone_14,iOS_18
DEV_EVT_0015873,2026-09-15 18:22:41,NDM_000027,SIM_CHANGE,DEV_EVT_0015873,531a3aac22e4599a,iPhone_13,iOS_17
DEV_EVT_0018746,2026-09-12 18:05:32,NDM_000028,DEVICE_CHANGE,DEV_EVT_0018746,3975e83746c6e320,Samsung_A25,iOS_18
DEV_EVT_0002390,2026-09-19 05:36:42,NDM_000028,OS_UPDATE,DEV_EVT_0002390,c9e436c0b81c5b23,iPhone_14,iOS_17
DEV_EVT_0009424,2026-09-20 13:00:16,NDM_000028,SIM_CHANGE,DEV_EVT_0009424,10923f0d28e6e706,iPhone_13,Android_13
DEV_EVT_0000257,2026-09-20 14:17:22,NDM_000028,SIM_CHANGE,DEV_EVT_0000257,3a1fdd501e6af795,Samsung_A25,iOS_18
DEV_EVT_0008046,2026-09-29 07:21:09,NDM_000028,OS_UPDATE,DEV_EVT_0008046,9d49ef41b57eac2d,Huawei_Nova,Android_15
DEV_EVT_0017305,2026-09-21 04:58:45,NDM_000029,SIM_CHANGE,DEV_EVT_0017305,5d69b0476cb5c900,Samsung_A15,Android_14
DEV_EVT_0000462,2026-09-29 12:46:34,NDM_000029,SIM_CHANGE,DEV_EVT_0000462,272fb9aec7f306b6,Google_Pixel,Android_14
DEV_EVT_0005056,2026-09-30 14:04:44,NDM_000029,SIM_CHANGE,DEV_EVT_0005056,dff847174fc0f436,Samsung_A15,Android_15
DEV_EVT_0007480,2026-09-07 13:39:11,NDM_000030,SIM_CHANGE,DEV_EVT_0007480,9e531e9b7807d0fa,iPhone_14,Android_14
DEV_EVT_0004935,2026-09-09 14:32:39,NDM_000030,OS_UPDATE,DEV_EVT_0004935,25395a4a0e56b018,iPhone_14,iOS_17
DEV_EVT_0013736,2026-09-11 10:42:25,NDM_000030,SIM_CHANGE,DEV_EVT_0013736,09d5be884f6f859d,Xiaomi_Redmi,Android_13
DEV_EVT_0014460,2026-09-11 14:20:52,NDM_000030,SIM_CHANGE,DEV_EVT_0014460,a87d70d33dc20582,Samsung_A15,Android_14
DEV_EVT_0019553,2026-09-13 17:48:08,NDM_000030,DEVICE_CHANGE,DEV_EVT_0019553,57fdc189047f5ba1,Xiaomi_Redmi,iOS_18
DEV_EVT_0016354,2026-09-17 08:48:13,NDM_000030,DEVICE_CHANGE,DEV_EVT_0016354,b38a6518bc186dc0,iPhone_14,iOS_17
DEV_EVT_0010017,2026-09-25 01:38:08,NDM_000030,SIM_CHANGE,DEV_EVT_0010017,6e4aef6b82a5fce8,Google_Pixel,iOS_18
DEV_EVT_0016532,2026-09-01 22:01:48,NDM_000031,SIM_CHANGE,DEV_EVT_0016532,c07dfc091da7c68b,iPhone_13,iOS_17
DEV_EVT_0010023,2026-09-20 11:46:46,NDM_000031,OS_UPDATE,DEV_EVT_0010023,14fc8483a8c62028,iPhone_14,iOS_17
DEV_EVT_0006949,2026-09-23 09:15:13,NDM_000031,SIM_CHANGE,DEV_EVT_0006949,8900d90fdc490c07,Huawei_Nova,iOS_18
DEV_EVT_0016629,2026-09-25 05:18:50,NDM_000031,SIM_CHANGE,DEV_EVT_0016629,21de7cacba813484,Huawei_Nova,Android_13
DEV_EVT_0016616,2026-09-27 22:12:13,NDM_000031,SIM_CHANGE,DEV_EVT_0016616,7dec8a60ee8e4ca8,Xiaomi_Redmi,Android_14
DEV_EVT_0009332,2026-09-19 01:48:01,NDM_000032,OS_UPDATE,DEV_EVT_0009332,f909dfa803e2b8bb,Xiaomi_Redmi,Android_15
DEV_EVT_0012671,2026-09-01 00:22:56,NDM_000033,SIM_CHANGE,DEV_EVT_0012671,e07ca516cba530a7,Samsung_A25,Android_14
DEV_EVT_0005633,2026-09-07 21:20:02,NDM_000033,SIM_CHANGE,DEV_EVT_0005633,ce4a625f478073a3,Xiaomi_Redmi,Android_15
DEV_EVT_0009529,2026-09-16 05:56:25,NDM_000033,DEVICE_CHANGE,DEV_EVT_0009529,74adc2f358edd613,Samsung_A25,iOS_17
DEV_EVT_0012138,2026-09-25 07:51:56,NDM_000033,DEVICE_CHANGE,DEV_EVT_0012138,25ba608e51107179,Google_Pixel,iOS_18
DEV_EVT_0017355,2026-09-17 23:06:16,NDM_000034,OS_UPDATE,DEV_EVT_0017355,e07de628bf30558c,Samsung_A15,iOS_18
DEV_EVT_0007079,2026-09-18 01:21:08,NDM_000034,SIM_CHANGE,DEV_EVT_0007079,e5e6f980e1c8a2a6,Google_Pixel,iOS_17
DEV_EVT_0001372,2026-09-22 07:47:13,NDM_000034,DEVICE_CHANGE,DEV_EVT_0001372,c318cf13729709d5,iPhone_14,Android_15
DEV_EVT_0000387,2026-09-28 01:22:13,NDM_000034,SIM_CHANGE,DEV_EVT_0000387,85cb4789e76c76e4,Samsung_A15,iOS_18
DEV_EVT_0005885,2026-09-05 05:32:07,NDM_000035,DEVICE_CHANGE,DEV_EVT_0005885,2b62554cebd5995c,Samsung_A15,Android_15
DEV_EVT_0007961,2026-09-17 17:45:46,NDM_000035,SIM_CHANGE,DEV_EVT_0007961,9f9e558e2c6385e4,Samsung_A25,Android_14
DEV_EVT_0005107,2026-09-18 17:34:54,NDM_000035,DEVICE_CHANGE,DEV_EVT_0005107,f3ae4276a8139b76,Samsung_A25,iOS_18
DEV_EVT_0016708,2026-09-03 20:35:48,NDM_000036,SIM_CHANGE,DEV_EVT_0016708,153a6726f815bf02,Huawei_Nova,Android_14
DEV_EVT_0000981,2026-09-04 07:27:52,NDM_000036,SIM_CHANGE,DEV_EVT_0000981,1a417199c28a9ca3,Huawei_Nova,Android_15
DEV_EVT_0012583,2026-09-04 22:02:33,NDM_000036,SIM_CHANGE,DEV_EVT_0012583,535315d2448a87e7,iPhone_14,Android_13
DEV_EVT_0018581,2026-09-13 02:41:46,NDM_000036,SIM_CHANGE,DEV_EVT_0018581,8660fe3848f83f75,iPhone_14,iOS_18
DEV_EVT_0002019,2026-09-22 05:30:20,NDM_000036,SIM_CHANGE,DEV_EVT_0002019,1ef19df8ccfd2b14,Google_Pixel,iOS_17
DEV_EVT_0006339,2026-09-26 12:47:40,NDM_000036,SIM_CHANGE,DEV_EVT_0006339,fdcae25b9cc83143,iPhone_14,iOS_17
DEV_EVT_0013569,2026-09-28 01:12:19,NDM_000036,SIM_CHANGE,DEV_EVT_0013569,a2dd8475583f62f5,Samsung_A15,Android_15
DEV_EVT_0003217,2026-09-29 22:41:41,NDM_000036,SIM_CHANGE,DEV_EVT_0003217,6617195e36286675,iPhone_14,Android_15
DEV_EVT_0019307,2026-09-05 08:56:43,NDM_000037,SIM_CHANGE,DEV_EVT_0019307,b74811b5acb17b69,Huawei_Nova,iOS_18
DEV_EVT_0002229,2026-09-16 20:35:34,NDM_000037,SIM_CHANGE,DEV_EVT_0002229,d0832335945a4a55,iPhone_13,Android_15
DEV_EVT_0006222,2026-09-27 10:04:41,NDM_000037,SIM_CHANGE,DEV_EVT_0006222,76581f1e4413a72e,Google_Pixel,Android_15
DEV_EVT_0001045,2026-09-30 00:30:12,NDM_000037,OS_UPDATE,DEV_EVT_0001045,4119620101e36d0b,Xiaomi_Redmi,Android_13
DEV_EVT_0010242,2026-09-04 10:07:04,NDM_000038,SIM_CHANGE,DEV_EVT_0010242,ef68c1a9d74c1871,Huawei_Nova,Android_14
DEV_EVT_0017485,2026-09-13 18:04:31,NDM_000038,SIM_CHANGE,DEV_EVT_0017485,99e008e94f98de80,Huawei_Nova,Android_15
DEV_EVT_0011318,2026-09-20 21:25:32,NDM_000038,SIM_CHANGE,DEV_EVT_0011318,078810e2410895f0,Xiaomi_Redmi,Android_14
DEV_EVT_0006678,2026-09-10 14:23:42,NDM_000039,OS_UPDATE,DEV_EVT_0006678,3323cc8b8d9a0b18,Google_Pixel,Android_15
DEV_EVT_0012469,2026-09-16 10:08:31,NDM_000039,SIM_CHANGE,DEV_EVT_0012469,b873919dd87f8248,Samsung_A15,Android_15
DEV_EVT_0006956,2026-09-13 23:06:24,NDM_000040,OS_UPDATE,DEV_EVT_0006956,bae75e7886e1c3bb,iPhone_14,iOS_18
DEV_EVT_0014390,2026-09-24 10:31:35,NDM_000040,SIM_CHANGE,DEV_EVT_0014390,8b8a0733a1255c60,iPhone_14,iOS_17
DEV_EVT_0006469,2026-09-04 06:31:15,NDM_000041,SIM_CHANGE,DEV_EVT_0006469,379efed2d4c871ad,Huawei_Nova,iOS_18
DEV_EVT_0000947,2026-09-07 18:11:07,NDM_000041,SIM_CHANGE,DEV_EVT_0000947,e178a2699ee051c8,Samsung_A25,iOS_17
DEV_EVT_0000623,2026-09-17 01:28:50,NDM_000041,OS_UPDATE,DEV_EVT_0000623,528deac6b7e21bca,Google_Pixel,Android_14
DEV_EVT_0017466,2026-09-18 04:42:58,NDM_000041,SIM_CHANGE,DEV_EVT_0017466,a014399566b7f6a1,Samsung_A15,Android_13
DEV_EVT_0017188,2026-09-09 16:31:21,NDM_000042,SIM_CHANGE,DEV_EVT_0017188,efbf308f8b93c744,Xiaomi_Redmi,Android_15
DEV_EVT_0015075,2026-09-09 20:38:35,NDM_000042,SIM_CHANGE,DEV_EVT_0015075,464c3e4d5dc0a7d5,Samsung_A15,Android_15
DEV_EVT_0015287,2026-09-21 13:12:18,NDM_000042,SIM_CHANGE,DEV_EVT_0015287,0419195bcbd9b8b5,Samsung_A25,Android_13
DEV_EVT_0003846,2026-09-22 22:15:42,NDM_000042,OS_UPDATE,DEV_EVT_0003846,3aa81e0edb83bc40,Google_Pixel,iOS_18
DEV_EVT_0002884,2026-09-28 08:46:42,NDM_000042,SIM_CHANGE,DEV_EVT_0002884,942313bef68bc3fa,Xiaomi_Redmi,Android_13
DEV_EVT_0007984,2026-09-13 17:57:55,NDM_000043,SIM_CHANGE,DEV_EVT_0007984,a7227c0b1f86f52a,Samsung_A15,iOS_18
