transaction_id,amount,is_fraud,transaction_hour,transaction_day,is_weekend,account_age_days,typical_transaction_amount,typical_daily_transactions,amount_deviation_ratio,channel_deviation,daily_transaction_count,total_login_attempts,failed_login_count,successful_login_count,failed_login_ratio,failed_logins_day,total_device_events,sim_change_count,device_change_count,os_update_count,distinct_cities,multi_city_activity,distinct_devices,transaction_type_AIRTIME_PURCHASE,transaction_type_BANK_TRANSFER,transaction_type_BILL_PAYMENT,transaction_type_CASH_OUT,transaction_type_MERCHANT_PAYMENT,transaction_type_P2P_TRANSFER,channel_Mobile_App,channel_USSD,channel_Web,status_COMPLETED,status_FAILED,status_REVERSED,home_city_Keetmanshoop,home_city_Oshakati,home_city_Rundu,home_city_Swakopmund,home_city_Walvis Bay,home_city_Windhoek,customer_segment_Business,customer_segment_Premium,customer_segment_Standard,preferred_channel_Mobile_App,preferred_channel_USSD,preferred_channel_Web,device_platform_Android,device_platform_iOS,baseline_risk_tier_High,baseline_risk_tier_Low,baseline_risk_tier_Medium
TXN_0074374,103.91,0,21,6,1,1396,598.08,6,0.17373929909042266,1,1,34,1,33,0.029411764705882353,0.0,5.0,2.0,2.0,1.0,6,1,5.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
TXN_0046039,304.77,0,0,2,0,1396,598.08,6,0.5095806581059389,1,1,34,1,33,0.029411764705882353,0.0,5.0,2.0,2.0,1.0,6,1,5.0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
TXN_0087150,428.69,0,18,6,1,1396,598.08,6,0.7167770197966826,0,1,34,1,33,0.029411764705882353,0.0,5.0,2.0,2.0,1.0,6,1,5.0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
TXN_0058777,540.75,0,22,6,1,3328,390.02,4,1.3864673606481719,0,1,24,0,24,0.0,0.0,6.0,5.0,1.0,0.0,6,1,6.0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0
TXN_0088232,718.39,0,6,1,0,3328,390.02,4,1.8419311830162557,1,3,24,0,24,0.0,0.0,6.0,5.0,1.0,0.0,6,1,6.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0
TXN_0060717,526.01,0,7,1,0,3328,390.02,4,1.348674426952464,1,3,24,0,24,0.0,0.0,6.0,5.0,1.0,0.0,6,1,6.0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0
TXN_0012358,182.75,0,9,1,0,3328,390.02,4,0.4685657145787396,1,3,24,0,24,0.0,0.0,6.0,5.0,1.0,0.0,6,1,6.0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0
TXN_0017003,741.47,0,3,2,0,3328,390.02,4,1.9011076355058716,0,1,24,0,24,0.0,0.0,6.0,5.0,1.0,0.0,6,1,6.0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0
TXN_0026128,519.33,0,22,4,0,3328,390.02,4,1.3315471001487105,0,1,24,0,24,0.0,0.0,6.0,5.0,1.0,0.0,6,1,6.0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0
TXN_0089319,448.66,0,19,6,1,3328,390.02,4,1.1503512640377418,1,1,24,0,24,0.0,0.0,6.0,5.0,1.0,0.0,6,1,6.0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0
TXN_0012691,691.67,0,21,1,0,3328,390.02,4,1.773421875801241,1,1,24,0,24,0.0,0.0,6.0,5.0,1.0,0.0,6,1,6.0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0
TXN_0094179,527.28,0,20,5,1,3328,390.02,4,1.35193067022204,1,1,24,0,24,0.0,0.0,6.0,5.0,1.0,0.0,6,1,6.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0
TXN_0065455,483.56,0,3,1,0,3328,390.02,4,1.2398338546741194,1,3,24,0,24,0.0,0.0,6.0,5.0,1.0,0.0,6,1,6.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0
TXN_0076288,188.17,0,8,1,0,3328,390.02,4,0.48246243782370135,0,3,24,0,24,0.0,0.0,6.0,5.0,1.0,0.0,6,1,6.0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0
TXN_0075597,290.25,0,9,1,0,3328,390.02,4,0.74419260550741,1,3,24,0,24,0.0,0.0,6.0,5.0,1.0,0.0,6,1,6.0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0
TXN_0097949,990.38,0,21,4,0,3328,390.02,4,2.5393056766319675,1,1,24,0,24,0.0,0.0,6.0,5.0,1.0,0.0,6,1,6.0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0
TXN_0008808,1288.32,0,10,6,1,3328,390.02,4,3.3032152197323215,1,1,24,0,24,0.0,0.0,6.0,5.0,1.0,0.0,6,1,6.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0
TXN_0070367,247.85,0,15,2,0,3328,390.02,4,0.6354802317829855,1,1,24,0,24,0.0,0.0,6.0,5.0,1.0,0.0,6,1,6.0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0
TXN_0025562,1621.96,0,10,2,0,1838,662.76,4,2.44728106705293,1,2,38,7,31,0.18421052631578946,3.0,6.0,4.0,2.0,0.0,5,1,6.0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0
TXN_0057123,2128.89,1,16,2,0,1838,662.76,4,3.21215824732935,1,2,38,7,31,0.18421052631578946,3.0,6.0,4.0,2.0,0.0,5,1,6.0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0
TXN_0085819,277.84,0,17,3,0,1838,662.76,4,0.4192166093306777,1,1,38,7,31,0.18421052631578946,0.0,6.0,4.0,2.0,0.0,5,1,6.0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0
TXN_0020014,424.94,0,15,4,0,1838,662.76,4,0.6411672400265557,0,1,38,7,31,0.18421052631578946,0.0,6.0,4.0,2.0,0.0,5,1,6.0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0
TXN_0076792,532.91,0,2,5,1,1838,662.76,4,0.8040768905787917,0,1,38,7,31,0.18421052631578946,0.0,6.0,4.0,2.0,0.0,5,1,6.0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0
TXN_0069613,305.25,0,23,6,1,1838,662.76,4,0.46057396342567447,0,1,38,7,31,0.18421052631578946,0.0,6.0,4.0,2.0,0.0,5,1,6.0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0
TXN_0060554,241.78,0,18,6,1,1838,662.76,4,0.3648077735530207,1,1,38,7,31,0.18421052631578946,0.0,6.0,4.0,2.0,0.0,5,1,6.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0
TXN_0020465,4447.89,1,0,0,0,1838,662.76,4,6.711162411732754,0,1,38,7,31,0.18421052631578946,0.0,6.0,4.0,2.0,0.0,5,1,6.0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0
TXN_0080496,1801.38,1,9,1,0,1838,662.76,4,2.7179974651457544,1,3,38,7,31,0.18421052631578946,1.0,6.0,4.0,2.0,0.0,5,1,6.0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0
TXN_0013846,488.49,0,16,1,0,1838,662.76,4,0.7370541372442513,1,3,38,7,31,0.18421052631578946,1.0,6.0,4.0,2.0,0.0,5,1,6.0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0
TXN_0077681,231.76,0,18,1,0,1838,662.76,4,0.349689178586517,0,3,38,7,31,0.18421052631578946,1.0,6.0,4.0,2.0,0.0,5,1,6.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0
TXN_0072133,783.08,1,17,2,0,1838,662.76,4,1.1815438469430866,1,1,38,7,31,0.18421052631578946,0.0,6.0,4.0,2.0,0.0,5,1,6.0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0
TXN_0085879,528.69,0,3,3,0,1838,662.76,4,0.7977095781278292,0,2,38,7,31,0.18421052631578946,0.0,6.0,4.0,2.0,0.0,5,1,6.0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0
TXN_0023444,2046.59,0,6,3,0,1838,662.76,4,3.087980566117448,0,2,38,7,31,0.18421052631578946,0.0,6.0,4.0,2.0,0.0,5,1,6.0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0
TXN_0045374,788.14,0,11,4,0,1838,662.76,4,1.1891785865169895,1,2,38,7,31,0.18421052631578946,0.0,6.0,4.0,2.0,0.0,5,1,6.0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0
TXN_0042266,910.44,0,12,4,0,1838,662.76,4,1.3737099402498643,0,2,38,7,31,0.18421052631578946,0.0,6.0,4.0,2.0,0.0,5,1,6.0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0
TXN_0065942,4286.55,1,23,6,1,1838,662.76,4,6.46772587361941,1,1,38,7,31,0.18421052631578946,0.0,6.0,4.0,2.0,0.0,5,1,6.0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0
TXN_0072004,636.62,0,3,0,0,1838,662.76,4,0.9605588750075442,0,1,38,7,31,0.18421052631578946,0.0,6.0,4.0,2.0,0.0,5,1,6.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0
TXN_0037468,315.97,0,7,1,0,1838,662.76,4,0.4767487476612952,0,1,38,7,31,0.18421052631578946,0.0,6.0,4.0,2.0,0.0,5,1,6.0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0
TXN_0027678,448.43,0,12,2,0,1838,662.76,4,0.676609934214497,0,2,38,7,31,0.18421052631578946,0.0,6.0,4.0,2.0,0.0,5,1,6.0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0
TXN_0063253,512.98,0,21,2,0,1838,662.76,4,0.774005673245217,1,2,38,7,31,0.18421052631578946,0.0,6.0,4.0,2.0,0.0,5,1,6.0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0
TXN_0081038,1322.98,0,21,1,0,1838,662.76,4,1.9961675417949183,1,1,38,7,31,0.18421052631578946,0.0,6.0,4.0,2.0,0.0,5,1,6.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0
TXN_0077830,673.58,0,10,2,0,2488,719.05,3,0.9367637855503791,0,1,20,3,17,0.15,0.0,6.0,3.0,2.0,1.0,4,1,6.0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0
TXN_0072527,451.93,0,6,3,0,2488,719.05,3,0.6285098393713928,0,1,20,3,17,0.15,0.0,6.0,3.0,2.0,1.0,4,1,6.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0
TXN_0084097,258.99,0,8,4,0,2488,719.05,3,0.3601835755510744,1,1,20,3,17,0.15,0.0,6.0,3.0,2.0,1.0,4,1,6.0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0
TXN_0017451,708.86,0,10,5,1,2488,719.05,3,0.9858285237466102,0,2,20,3,17,0.15,1.0,6.0,3.0,2.0,1.0,4,1,6.0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0
TXN_0076158,889.0,0,23,5,1,2488,719.05,3,1.2363535220082054,0,2,20,3,17,0.15,1.0,6.0,3.0,2.0,1.0,4,1,6.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0
TXN_0028764,612.37,0,16,1,0,2488,719.05,3,0.8516375773590155,1,1,20,3,17,0.15,0.0,6.0,3.0,2.0,1.0,4,1,6.0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0
TXN_0099146,190.84,0,16,5,1,2488,719.05,3,0.26540574368959047,1,2,20,3,17,0.15,0.0,6.0,3.0,2.0,1.0,4,1,6.0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0
TXN_0031926,692.11,0,17,5,1,2488,719.05,3,0.9625338988943746,1,2,20,3,17,0.15,0.0,6.0,3.0,2.0,1.0,4,1,6.0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0
TXN_0036073,604.94,0,4,0,0,2488,719.05,3,0.8413044989917253,1,3,20,3,17,0.15,1.0,6.0,3.0,2.0,1.0,4,1,6.0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0
TXN_0073042,663.84,0,20,0,0,2488,719.05,3,0.9232181350392881,1,3,20,3,17,0.15,1.0,6.0,3.0,2.0,1.0,4,1,6.0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0
TXN_0071705,355.26,0,22,0,0,2488,719.05,3,0.49406856268687854,1,3,20,3,17,0.15,1.0,6.0,3.0,2.0,1.0,4,1,6.0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0
TXN_0088037,651.23,0,18,1,0,2488,719.05,3,0.905681107016202,0,1,20,3,17,0.15,0.0,6.0,3.0,2.0,1.0,4,1,6.0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0
TXN_0090298,388.01,0,4,2,0,2488,719.05,3,0.5396147694875183,1,1,20,3,17,0.15,0.0,6.0,3.0,2.0,1.0,4,1,6.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0
TXN_0028003,612.53,0,4,4,0,2488,719.05,3,0.8518600931784994,0,2,20,3,17,0.15,0.0,6.0,3.0,2.0,1.0,4,1,6.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0
TXN_0027774,549.09,0,17,4,0,2488,719.05,3,0.7636325707530771,0,2,20,3,17,0.15,0.0,6.0,3.0,2.0,1.0,4,1,6.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0
TXN_0089599,363.7,0,14,5,1,2488,719.05,3,0.5058062721646617,1,3,20,3,17,0.15,0.0,6.0,3.0,2.0,1.0,4,1,6.0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0
TXN_0051372,311.95,0,15,5,1,2488,719.05,3,0.4338363118002921,1,3,20,3,17,0.15,0.0,6.0,3.0,2.0,1.0,4,1,6.0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0
TXN_0066860,746.54,0,18,5,1,2488,719.05,3,1.038230999235102,1,3,20,3,17,0.15,0.0,6.0,3.0,2.0,1.0,4,1,6.0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0
TXN_0091501,1172.47,0,20,0,0,2488,719.05,3,1.630582017940338,1,1,20,3,17,0.15,0.0,6.0,3.0,2.0,1.0,4,1,6.0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0
TXN_0082845,1648.81,0,6,1,0,2488,719.05,3,2.293039427021765,1,1,20,3,17,0.15,0.0,6.0,3.0,2.0,1.0,4,1,6.0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0
TXN_0009849,1673.07,0,18,0,0,2488,719.05,3,2.3267783881510327,1,1,20,3,17,0.15,0.0,6.0,3.0,2.0,1.0,4,1,6.0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0
TXN_0033441,1658.12,0,7,2,0,2488,719.05,3,2.3059870662679924,1,1,20,3,17,0.15,0.0,6.0,3.0,2.0,1.0,4,1,6.0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0
TXN_0044158,362.34,0,7,2,0,2127,322.51,1,1.1235000465101856,1,1,25,0,25,0.0,0.0,3.0,2.0,1.0,0.0,6,1,3.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
TXN_0002486,1659.07,0,9,4,0,2127,322.51,1,5.1442435893460665,0,1,25,0,25,0.0,0.0,3.0,2.0,1.0,0.0,6,1,3.0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
TXN_0092117,171.82,0,5,5,1,2127,322.51,1,0.5327586741496387,0,1,25,0,25,0.0,0.0,3.0,2.0,1.0,0.0,6,1,3.0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
TXN_0042260,221.98,0,0,6,1,2127,322.51,1,0.688288735233016,0,2,25,0,25,0.0,0.0,3.0,2.0,1.0,0.0,6,1,3.0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
TXN_0001801,61.36,0,4,6,1,2127,322.51,1,0.19025766642894795,0,2,25,0,25,0.0,0.0,3.0,2.0,1.0,0.0,6,1,3.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
TXN_0037414,319.94,0,3,1,0,2127,322.51,1,0.992031254844811,1,1,25,0,25,0.0,0.0,3.0,2.0,1.0,0.0,6,1,3.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
TXN_0030307,349.52,0,19,6,1,2127,322.51,1,1.0837493411057022,0,1,25,0,25,0.0,0.0,3.0,2.0,1.0,0.0,6,1,3.0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
TXN_0079815,391.39,0,12,3,0,2127,322.51,1,1.2135747728752597,0,2,25,0,25,0.0,0.0,3.0,2.0,1.0,0.0,6,1,3.0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
TXN_0044687,545.25,0,16,3,0,2127,322.51,1,1.690645251310037,1,2,25,0,25,0.0,0.0,3.0,2.0,1.0,0.0,6,1,3.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
TXN_0029774,812.25,0,11,4,0,2127,322.51,1,2.5185265573160525,0,3,25,0,25,0.0,0.0,3.0,2.0,1.0,0.0,6,1,3.0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
TXN_0013302,411.81,0,16,4,0,2127,322.51,1,1.276890639049952,0,3,25,0,25,0.0,0.0,3.0,2.0,1.0,0.0,6,1,3.0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
TXN_0032544,449.23,0,16,4,0,2127,322.51,1,1.3929180490527426,0,3,25,0,25,0.0,0.0,3.0,2.0,1.0,0.0,6,1,3.0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
TXN_0007245,259.41,0,17,5,1,2127,322.51,1,0.8043471520262938,0,2,25,0,25,0.0,0.0,3.0,2.0,1.0,0.0,6,1,3.0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
TXN_0031808,231.89,0,18,5,1,2127,322.51,1,0.7190164646057486,0,2,25,0,25,0.0,0.0,3.0,2.0,1.0,0.0,6,1,3.0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
TXN_0060938,119.65,0,5,6,1,2127,322.51,1,0.3709962481783511,0,1,25,0,25,0.0,0.0,3.0,2.0,1.0,0.0,6,1,3.0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
TXN_0060587,232.84,0,2,1,0,2127,322.51,1,0.7219621097020248,0,1,25,0,25,0.0,0.0,3.0,2.0,1.0,0.0,6,1,3.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
TXN_0061570,236.44,0,7,6,1,2127,322.51,1,0.7331245542773868,1,1,25,0,25,0.0,0.0,3.0,2.0,1.0,0.0,6,1,3.0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
TXN_0078542,271.17,0,14,0,0,2127,322.51,1,0.8408111376391431,0,1,25,0,25,0.0,0.0,3.0,2.0,1.0,0.0,6,1,3.0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
TXN_0026920,219.86,0,17,0,0,3295,229.14,7,0.9595007419045126,1,1,34,2,32,0.058823529411764705,0.0,1.0,1.0,0.0,0.0,6,1,1.0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1
TXN_0019265,565.12,0,1,1,0,3295,229.14,7,2.466265165401065,1,1,34,2,32,0.058823529411764705,0.0,1.0,1.0,0.0,0.0,6,1,1.0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1
