transaction_id,is_fraud,anomaly_score,is_anomaly
TXN_0047253,0,0.03405819463192805,1
TXN_0020660,0,0.034015060474161474,1
TXN_0074951,0,0.033999707349986585,1
TXN_0081513,0,0.033991778221233004,1
TXN_0069007,0,0.033952340845634255,1
TXN_0025205,0,0.033939012991566875,1
TXN_0069164,1,0.033923918874260495,1
TXN_0054490,0,0.033922412163775895,1
TXN_0008184,0,0.033919989786383886,1
TXN_0066397,0,0.033895597950608036,1
TXN_0060440,0,0.033884828146864776,1
TXN_0074667,1,0.03384988073056627,1
TXN_0081295,1,0.03384802952229282,1
TXN_0014063,0,0.03382653012210479,1
TXN_0019388,0,0.03374806903241123,1
TXN_0097941,0,0.033706132471782224,1
TXN_0083095,0,0.03363977028778464,1
TXN_0044634,0,0.03361163459681249,1
TXN_0073322,1,0.0335985966680441,1
TXN_0050198,0,0.03359477972910718,1
TXN_0027273,1,0.033591510015857806,1
TXN_0040634,0,0.033524972986028634,1
TXN_0012207,0,0.03350291318986387,1
TXN_0063331,0,0.033495779235551915,1
TXN_0025009,1,0.033464093080592616,1
TXN_0084567,0,0.03339961419767501,1
TXN_0022547,0,0.03338120670274114,1
TXN_0064364,0,0.03337931349792944,1
TXN_0062080,0,0.0333689455931494,1
TXN_0075120,0,0.033339859852486664,1
TXN_0007364,0,0.033326693293319165,1
TXN_0048465,0,0.03330623679840705,1
TXN_0066661,1,0.033293040379617445,1
TXN_0097830,0,0.033286511047739276,1
TXN_0033716,0,0.03324677582320734,1
TXN_0029022,1,0.03324485001848809,1
TXN_0092154,1,0.033170007538054214,1
TXN_0085375,1,0.03312460298424147,1
TXN_0075210,1,0.0331053549856547,1
TXN_0006395,0,0.03309637438337243,1
TXN_0014200,0,0.033006414710405996,1
TXN_0091619,0,0.032988575820507404,1
TXN_0086155,0,0.032972345569150185,1
TXN_0093788,0,0.03297108164440654,1
TXN_0044375,0,0.03294686772451294,1
TXN_0078795,1,0.032941808657074856,1
TXN_0020994,1,0.03292125478442842,1
TXN_0044238,1,0.032905370468581774,1
TXN_0069743,0,0.032855148958020775,1
TXN_0029236,1,0.032849446301163154,1
TXN_0076980,0,0.032848895153281155,1
TXN_0093817,0,0.032846103043484565,1
TXN_0047245,0,0.0328051143848761,1
TXN_0006357,0,0.032789500609656574,1
TXN_0032303,0,0.03276113608303133,1
TXN_0097106,0,0.032750352101310165,1
TXN_0047534,0,0.03268184218042558,1
TXN_0054764,0,0.032652028960983404,1
TXN_0043979,0,0.032642129039881174,1
TXN_0004442,0,0.03263470437502414,1
TXN_0019515,1,0.03263107862709291,1
TXN_0066247,0,0.0325971241169879,1
TXN_0051369,0,0.032564332361788684,1
TXN_0019202,1,0.032555175322662055,1
TXN_0012372,1,0.032548840921201805,1
TXN_0080581,0,0.03254127977936927,1
TXN_0043145,0,0.03253522191665614,1
TXN_0040776,1,0.03251625081206033,1
TXN_0080561,0,0.032504615479078236,1
TXN_0034992,0,0.03249065783973437,1
TXN_0099874,0,0.03245102242582232,1
TXN_0007363,1,0.03242560503909675,1
TXN_0010665,1,0.032395581559490294,1
TXN_0010116,0,0.032376817838819294,1
TXN_0008719,1,0.03235306385345371,1
TXN_0023712,1,0.032336858315674344,1
TXN_0079445,0,0.032290437305996345,1
TXN_0020353,0,0.03229036960594367,1
TXN_0068854,0,0.032289375753416505,1
TXN_0012290,1,0.03227507943002095,1
TXN_0070205,1,0.03226691031963014,1
TXN_0083179,1,0.03225195107814138,1
TXN_0094167,0,0.03224948707012365,1
TXN_0025890,1,0.03221116262073043,1
TXN_0027722,0,0.032200610856492506,1
TXN_0002069,0,0.03216116805398794,1
TXN_0023110,0,0.03211608888063855,1
TXN_0033969,0,0.032088716986240606,1
TXN_0026296,0,0.03207230417936657,1
TXN_0023208,1,0.032071293566935166,1
TXN_0035707,0,0.03206586704022785,1
TXN_0017300,0,0.0320571131346421,1
TXN_0065013,0,0.03204618250028768,1
TXN_0045602,0,0.03204434967464076,1
TXN_0034961,0,0.03202368910606279,1
TXN_0017741,1,0.03200777168925795,1
TXN_0010881,0,0.03200378736601395,1
TXN_0091864,0,0.03196577550112811,1
TXN_0057523,0,0.0319300591179974,1
TXN_0068569,0,0.03191859465173785,1
TXN_0083458,0,0.031915424529368575,1
TXN_0087003,1,0.031915249673319046,1
TXN_0043215,1,0.031898619662094285,1
TXN_0060020,1,0.03187873671887276,1
TXN_0078940,1,0.03187164277721599,1
TXN_0043877,0,0.03181060614146347,1
TXN_0022683,0,0.03178051412695759,1
TXN_0030784,0,0.03172511481183149,1
TXN_0012286,0,0.031703246045909905,1
TXN_0097319,0,0.031684080546199644,1
TXN_0072350,0,0.03168135549060036,1
TXN_0080377,0,0.031671459020914394,1
TXN_0063798,0,0.03165775570333007,1
TXN_0016187,1,0.0316513044998632,1
TXN_0015912,1,0.031629976953798766,1
TXN_0012310,1,0.031613451873936826,1
TXN_0067089,1,0.03156862280891992,1
TXN_0053789,0,0.031511733718646906,1
