transaction_id,is_fraud,xgb_probability,anomaly_score,anomaly_signal,account_id,nlp_signal,risk_score,risk_level
TXN_0075597,0,2.7266804e-05,-0.0624644729701374,0.46321,NDM_000002,0.016283109819784456,0.14223325536593404,LOW
TXN_0097949,0,9.0458256e-05,-0.0448570117652611,0.66605,NDM_000002,0.016283109819784456,0.20311685109182032,LOW
TXN_0008808,0,0.00011127204,-0.0274415614808112,0.81982,NDM_000002,0.016283109819784456,0.24925825798494536,LOW
TXN_0070367,0,1.7289976e-05,-0.0722490687250181,0.34389,NDM_000002,0.016283109819784456,0.10643226695211333,LOW
TXN_0025562,0,0.98775536,-0.0404765419052727,0.71078,NDM_000003,0.6896501854866199,0.8450417162068973,CRITICAL
TXN_0057123,1,0.9945813,-0.0349167160715603,0.76068,NDM_000003,0.6896501854866199,0.8634246781667362,CRITICAL
TXN_0085819,0,0.0005007853,-0.0526046869681669,0.58007,NDM_000003,0.6896501854866199,0.312201429748975,MEDIUM
TXN_0020014,0,0.0006138354,-0.095129717103934,0.11646,NDM_000003,0.6896501854866199,0.17317495480103448,LOW
TXN_0076792,0,0.21467306,-0.0799199575690964,0.25793,NDM_000003,0.6896501854866199,0.3226455656965862,MEDIUM
TXN_0069613,0,0.00043542648,-0.0105786712786926,0.91422,NDM_000003,0.6896501854866199,0.4124137503383237,MEDIUM
TXN_0060554,0,0.0001702723,-0.0559867704097167,0.54121,NDM_000003,0.6896501854866199,0.30037817324471455,MEDIUM
TXN_0020465,1,0.99130905,-0.032105869360816,0.78358,NDM_000003,0.6896501854866199,0.8686585604699741,CRITICAL
TXN_0080496,1,0.9942496,-0.031118425297731,0.79199,NDM_000003,0.6896501854866199,0.8726518282426486,CRITICAL
TXN_0013846,0,0.003190998,-0.0319627846905336,0.78479,NDM_000003,0.6896501854866199,0.3749625360913168,MEDIUM
TXN_0077681,0,0.0003777362,-0.049547480498428,0.61495,NDM_000003,0.6896501854866199,0.322603905197264,MEDIUM
TXN_0072133,1,0.9681529,-0.0572361727921189,0.52632,NDM_000003,0.6896501854866199,0.7799024774316441,CRITICAL
TXN_0085879,0,0.0011509522,-0.0908612798742008,0.15099,NDM_000003,0.6896501854866199,0.18380251319054172,LOW
TXN_0023444,0,0.9311145,-0.09001310710848,0.15868,NDM_000003,0.6896501854866199,0.6510912844976078,HIGH
TXN_0045374,0,0.90132654,-0.0649427028033816,0.43215,NDM_000003,0.6896501854866199,0.7182383056634556,HIGH
TXN_0042266,0,0.827734,-0.0853075060342321,0.20133,NDM_000003,0.6896501854866199,0.6121960338624607,HIGH
TXN_0065942,1,0.99658406,-0.013898383877682,0.89952,NDM_000003,0.6896501854866199,0.9060780660012852,CRITICAL
TXN_0072004,0,0.0037725018,-0.0657851916133823,0.42181,NDM_000003,0.6896501854866199,0.2663592880141924,MEDIUM
TXN_0037468,0,0.05383856,-0.092029451426554,0.14116,NDM_000003,0.6896501854866199,0.20719731634484634,LOW
TXN_0027678,0,0.0006776203,-0.096196319213564,0.10864,NDM_000003,0.6896501854866199,0.17086084724411027,LOW
TXN_0063253,0,0.0013381675,-0.010443333902665,0.91472,NDM_000003,0.6896501854866199,0.41301512082996994,MEDIUM
TXN_0081038,0,0.0024999352,-0.0669320690618567,0.40723,NDM_000003,0.6896501854866199,0.2613490047059248,MEDIUM
TXN_0077830,0,0.02481187,-0.0445227280604056,0.66903,NDM_000004,0.0,0.2131149347435832,LOW
TXN_0072527,0,0.017314872,-0.0294211195947837,0.80509,NDM_000004,0.0,0.25018443588656186,MEDIUM
TXN_0084097,0,0.0010222625,-0.0606297331900846,0.48566,NDM_000004,0.0,0.14620913124936818,LOW
TXN_0017451,0,0.08365951,-0.0046950943064558,0.93574,NDM_000004,0.0,0.32255175366711614,MEDIUM
TXN_0076158,0,0.11302444,0.0116584534971861,0.97412,NDM_000004,0.0,0.3487482216939926,MEDIUM
TXN_0028764,0,0.056223974,-0.0421046466397124,0.69423,NDM_000004,0.0,0.23638098681592942,LOW
TXN_0099146,0,4.8332415e-05,-0.0435250794559107,0.67946,NDM_000004,0.0,0.20386216620736766,LOW
TXN_0031926,0,0.009948684,-0.0448525660182392,0.66611,NDM_000004,0.0,0.20480734195131062,LOW
TXN_0036073,0,0.011161457,-0.0175411635691634,0.88134,NDM_000004,0.0,0.2699827284079492,MEDIUM
TXN_0073042,0,0.0061900476,-0.0320486610250039,0.78416,NDM_000004,0.0,0.2383430237996876,LOW
TXN_0071705,0,6.14892e-05,-0.0263688260274422,0.82753,NDM_000004,0.0,0.24828974459891648,LOW
TXN_0088037,0,0.00039003885,-0.0287994826900566,0.81005,NDM_000004,0.0,0.2432100194273377,LOW
TXN_0090298,0,0.0001780958,-0.0274577043163982,0.81971,NDM_000004,0.0,0.24600204789865482,LOW
TXN_0028003,0,0.07025987,-0.0269293545252097,0.82361,NDM_000004,0.0,0.2822129345493316,MEDIUM
TXN_0027774,0,0.00029604346,-0.0382670448506428,0.73103,NDM_000004,0.0,0.21945702173245696,LOW
TXN_0089599,0,0.0093290275,-0.0234337714744568,0.84692,NDM_000004,0.0,0.2587405137481391,MEDIUM
TXN_0051372,0,8.4089326e-05,-0.0241739310782365,0.84181,NDM_000004,0.0,0.25258504466313236,MEDIUM
TXN_0066860,0,0.017658776,-0.0406499601755945,0.7089,NDM_000004,0.0,0.22149938783615827,LOW
TXN_0091501,0,0.06596515,-0.0489237538165643,0.62187,NDM_000004,0.0,0.21954357663846016,LOW
TXN_0082845,0,0.25404233,-0.0412678594073563,0.70331,NDM_000004,0.0,0.3380141637020111,MEDIUM
TXN_0009849,0,0.094363905,-0.0448957387051694,0.66571,NDM_000004,0.0,0.24689495274472237,LOW
TXN_0033441,0,0.00016215231,-0.0539478084502924,0.56508,NDM_000004,0.0,0.16960507615576592,LOW
TXN_0044158,0,3.414287e-05,-0.0785200183695194,0.27367,NDM_000005,0.0,0.08211807143565,LOW
TXN_0002486,0,3.2020416e-05,-0.06860302470582,0.38639,NDM_000005,0.0,0.11593301020812813,LOW
TXN_0092117,0,1.7491195e-05,-0.0724066322508494,0.34207,NDM_000005,0.0,0.10262974559736984,LOW
TXN_0042260,0,0.000113484406,-0.0696109157022135,0.37459,NDM_000005,0.0,0.11243374220301443,LOW
TXN_0001801,0,9.031395e-06,-0.0534983863590872,0.56997,NDM_000005,0.0,0.17099551569758295,LOW
TXN_0037414,0,3.7843427e-05,-0.0733471177726037,0.33138,NDM_000005,0.0,0.09943292171349027,LOW
TXN_0030307,0,2.1272284e-05,-0.0737921051619565,0.32611,NDM_000005,0.0,0.09784363614217856,LOW
TXN_0079815,0,2.855585e-05,-0.0834856857431848,0.21937,NDM_000005,0.0,0.06582527792540198,LOW
TXN_0044687,0,0.00017666358,-0.0532634104943393,0.57266,NDM_000005,0.0,0.17188633179163046,LOW
TXN_0029774,0,2.2648474e-05,-0.0736340516100344,0.32804,NDM_000005,0.0,0.09842332423676609,LOW
TXN_0013302,0,0.00011745684,-0.0853290830605742,0.20108,NDM_000005,0.0,0.06038272841938981,LOW
TXN_0032544,0,1.5333315e-05,-0.0837621645821569,0.21677,NDM_000005,0.0,0.06503866665743867,LOW
TXN_0007245,0,8.1393104e-05,-0.0780953929060206,0.27822,NDM_000005,0.0,0.08350669655187777,LOW
TXN_0031808,0,9.657985e-05,-0.0531132422058245,0.57443,NDM_000005,0.0,0.17237728992678084,LOW
TXN_0060938,0,1.0354729e-05,-0.0690542542382025,0.38114,NDM_000005,0.0,0.1143471773645282,LOW
TXN_0060587,0,2.2947586e-05,-0.0684273548094218,0.38859,NDM_000005,0.0,0.11658847379316534,LOW
TXN_0061570,0,0.00015437913,-0.055566862652288,0.54621,NDM_000005,0.0,0.16394018956476308,LOW
TXN_0078542,0,1.1882769e-05,-0.0844830419817833,0.2095,NDM_000005,0.0,0.06285594138464293,LOW
TXN_0026920,0,1.4852313e-05,-0.0294293618038725,0.80501,NDM_000006,0.0,0.24151042615657145,LOW
TXN_0019265,0,0.00010828081,-0.020778321859014,0.86351,NDM_000006,0.0,0.2591071404042451,MEDIUM
TXN_0093872,0,1.5286083e-05,-0.0101513471626161,0.91584,NDM_000006,0.0,0.27475964304149925,MEDIUM
TXN_0015940,0,1.2520237e-05,-0.0124811084729542,0.90589,NDM_000006,0.0,0.2717732601184254,MEDIUM
TXN_0003631,0,1.1114409e-05,-0.0026236057629738,0.94222,NDM_000006,0.0,0.2826715572045312,MEDIUM
TXN_0022840,0,1.890107e-05,-0.0176086252954192,0.88099,NDM_000006,0.0,0.26430645053488977,MEDIUM
TXN_0039946,0,1.5829637e-05,-0.0312429792870233,0.79084,NDM_000006,0.0,0.23725991481852501,LOW
TXN_0092803,0,6.085214e-05,-0.0176088803285644,0.88097,NDM_000006,0.0,0.2643214260702251,MEDIUM
TXN_0091859,0,0.00014123859,0.009495174974184,0.97049,NDM_000006,0.0,0.29121761929500195,MEDIUM
TXN_0055506,0,2.3203957e-05,0.0013149186042326,0.95325,NDM_000006,0.0,0.2859866019782581,MEDIUM
TXN_0038278,0,1.0897766e-05,-0.015323861782892,0.89286,NDM_000006,0.0,0.2678634488828027,MEDIUM
TXN_0062917,0,1.3358711e-05,0.0250400875506618,0.98928,NDM_000006,0.0,0.29679067935546516,MEDIUM
TXN_0035838,0,3.1833017e-05,0.0056535182053878,0.96299,NDM_000006,0.0,0.288912916508346,MEDIUM
TXN_0008004,0,0.0005202559,-0.0940555810104103,0.12451,NDM_000007,0.0,0.03761312794114649,LOW
TXN_0093945,0,0.00016539836,-0.0583957450032207,0.51186,NDM_000007,0.0,0.15364069918180304,LOW
TXN_0066957,0,0.0003337468,-0.0688467365963041,0.38361,NDM_000007,0.0,0.11524987340394127,LOW
TXN_0001249,0,0.740502,-0.0592494542058875,0.50169,NDM_000007,0.0,0.5207579999275207,HIGH
TXN_0021631,0,0.00034783658,-0.07785692533599,0.28063,NDM_000007,0.0,0.08436291829169355,LOW
TXN_0081692,0,0.054131735,-0.0766896981199192,0.29425,NDM_000007,0.0,0.11534086755812169,LOW
TXN_0015874,0,0.0005216306,-0.0799950845224156,0.257,NDM_000007,0.0,0.07736081528631039,LOW
TXN_0002546,0,4.5248104e-05,-0.0753396863073112,0.30869,NDM_000007,0.0,0.09262962405178045,LOW
TXN_0064888,0,0.00043567497,-0.0647685321750916,0.43431,NDM_000007,0.0,0.13051083748525194,LOW
TXN_0013274,0,9.5079406e-05,-0.0706493192123461,0.36223,NDM_000007,0.0,0.10871653970279126,LOW
TXN_0094983,0,9.8198514e-05,-0.0665465301337727,0.41219,NDM_000007,0.0,0.12370609925701212,LOW
TXN_0028946,0,0.0019982592,-0.0500327082694439,0.60969,NDM_000007,0.0,0.18390612961013614,LOW
TXN_0045830,0,0.057641324,-0.0895003683674221,0.16286,NDM_000007,0.0,0.07767866182792187,LOW
TXN_0028252,0,0.0008038905,-0.069099837739383,0.38069,NDM_000007,0.0,0.11460894526081904,LOW
TXN_0067972,0,0.001161946,-0.0660079528951677,0.41896,NDM_000007,0.0,0.12626897299188375,LOW
TXN_0009227,0,0.06298844,-0.0553340994411024,0.54891,NDM_000007,0.0,0.19616721885609625,LOW
TXN_0051790,0,5.5183868e-05,-0.0873700978612007,0.18209,NDM_000007,0.0,0.05465459193375823,LOW
TXN_0035983,0,0.00079727906,-0.0617021965363274,0.47267,NDM_000007,0.0,0.14219963953134043,LOW
TXN_0073946,0,0.0030280827,-0.0339219324958063,0.76838,NDM_000008,0.6989426179392187,0.37181656491850906,MEDIUM
TXN_0027945,0,0.0030425496,-0.035005019375475,0.75983,NDM_000008,0.6989426179392187,0.3692587983845308,MEDIUM
TXN_0015261,0,0.82735157,0.0059086706304707,0.96362,NDM_000008,0.6989426179392187,0.842550308652541,CRITICAL
TXN_0079375,0,0.11529366,0.0406216427711757,0.99677,NDM_000008,0.6989426179392187,0.49646635322274857,MEDIUM
TXN_0008196,1,0.997614,0.0156763203463322,0.97994,NDM_000008,0.6989426179392187,0.9325775366226643,CRITICAL
TXN_0023560,0,0.0008944916,-0.048348156385636,0.62835,NDM_000008,0.6989426179392187,0.3287407693973261,MEDIUM
TXN_0055970,0,0.00054451654,-0.037579991549113,0.73747,NDM_000008,0.6989426179392187,0.36130178186000544,MEDIUM
TXN_0078050,0,0.0044929697,-0.0381964522011674,0.73175,NDM_000008,0.6989426179392187,0.36156000844675895,MEDIUM
TXN_0058147,0,0.3509834,-0.0535124403991343,0.56982,NDM_000008,0.6989426179392187,0.48622622912468605,MEDIUM
TXN_0047044,0,0.0011920388,-0.0448561556040906,0.66606,NDM_000008,0.6989426179392187,0.3402025429690353,MEDIUM
TXN_0024975,0,0.002296334,-0.0543222178343978,0.56055,NDM_000008,0.6989426179392187,0.3091016905377045,MEDIUM
TXN_0021270,0,0.003084088,-0.0326399153279852,0.77929,NDM_000008,0.6989426179392187,0.37511756757643666,MEDIUM
TXN_0092690,0,0.89812666,-0.0268109259744209,0.82437,NDM_000008,0.6989426179392187,0.836162854476592,CRITICAL
TXN_0028189,0,0.0031107513,-0.0385024417433002,0.72906,NDM_000008,0.6989426179392187,0.36006189922626164,MEDIUM
TXN_0058526,0,0.0027050364,-0.0403254480003975,0.71221,NDM_000008,0.6989426179392187,0.3548040418026879,MEDIUM
TXN_0077442,0,0.13094622,-0.0548130196328234,0.55492,NDM_000008,0.6989426179392187,0.3717376330715626,MEDIUM
TXN_0018060,0,0.5320664,-0.0242934285998742,0.84114,NDM_000008,0.6989426179392187,0.6581637259975881,HIGH
TXN_0029471,0,0.00019624775,-0.0334905484437134,0.77206,NDM_000008,0.6989426179392187,0.3715046474650948,MEDIUM
TXN_0057146,1,0.8294535,-0.0501946075326483,0.60765,NDM_000008,0.6989426179392187,0.7368102875515431,HIGH
TXN_0022702,0,0.7263438,-0.037750727331745,0.73584,NDM_000008,0.6989426179392187,0.7237124288670034,HIGH
TXN_0022658,1,0.9486566,-0.0199133944493745,0.86847,NDM_000008,0.6989426179392187,0.8746578328854053,CRITICAL
TXN_0031830,1,0.99398077,-0.0340549165606081,0.76734,NDM_000008,0.6989426179392187,0.8669809062592,CRITICAL
TXN_0051667,0,0.003023583,-0.020478847523396,0.86512,NDM_000008,0.6989426179392187,0.4008363150759995,MEDIUM
TXN_0034071,1,0.9815481,-0.0147591838408311,0.89554,NDM_000008,0.6989426179392187,0.8992245590416401,CRITICAL
TXN_0064350,0,0.7124114,-0.083596445810316,0.21819,NDM_000009,0.7141888039793173,0.5645004626238663,HIGH
TXN_0069271,0,0.005622081,-0.0274855540401928,0.81959,NDM_000009,0.7141888039793173,0.3915258012923171,MEDIUM
TXN_0009049,1,0.9987581,0.0024844617983429,0.95627,NDM_000009,0.7141888039793173,0.9290977996065934,CRITICAL
TXN_0083312,0,0.012963319,-0.0904338548662503,0.1549,NDM_000009,0.7141888039793173,0.19578942039451203,LOW
TXN_0056348,0,0.6172947,-0.0866468158760133,0.18856,NDM_000009,0.7141888039793173,0.5080531251738389,HIGH
TXN_0099827,1,0.9906068,-0.0347800050605753,0.7618,NDM_000009,0.7141888039793173,0.8666811532061418,CRITICAL
TXN_0096434,0,0.0012902337,-0.09038361715387,0.15533,NDM_000009,0.7141888039793173,0.19008187764054363,LOW
TXN_0064742,0,0.008547627,-0.0294074208198825,0.80518,NDM_000009,0.7141888039793173,0.3886655744794031,MEDIUM
TXN_0024021,0,0.7549242,-0.0800423676234379,0.25644,NDM_000009,0.7141888039793173,0.5972318498576006,HIGH
TXN_0048350,0,0.0011227326,-0.0666578573328254,0.41066,NDM_000009,0.7141888039793173,0.2665971271192451,MEDIUM
TXN_0090721,0,0.0019684406,-0.0781162210688479,0.27806,NDM_000009,0.7141888039793173,0.22723998109573323,LOW
TXN_0041326,0,0.114524886,-0.0167948575415121,0.88551,NDM_000009,0.7141888039793173,0.4657532038019021,MEDIUM
TXN_0034320,1,0.992448,0.0074914381656986,0.96656,NDM_000009,0.7141888039793173,0.9290297469446978,CRITICAL
TXN_0081664,0,0.012979859,-0.0748724308211382,0.31418,NDM_000009,0.7141888039793173,0.24358169007331332,LOW
TXN_0039736,0,0.90357155,-0.0496443157289105,0.61399,NDM_000009,0.7141888039793173,0.7788205338347276,CRITICAL
TXN_0099629,0,0.0016019257,-0.0896035768683117,0.1619,NDM_000009,0.7141888039793173,0.1922087236467806,LOW
TXN_0005189,1,0.9465596,-0.0742400582577347,0.32155,NDM_000009,0.7141888039793173,0.7125825647871813,HIGH
TXN_0025277,0,0.000885334,-0.073160250609947,0.33354,NDM_000009,0.7141888039793173,0.2433424277870116,LOW
TXN_0033410,0,0.87400496,-0.0476865520926029,0.6355,NDM_000009,0.7141888039793173,0.7704902408259233,CRITICAL
TXN_0023900,1,0.99233365,-0.0553792694606045,0.5484,NDM_000009,0.7141888039793173,0.8035245860903582,CRITICAL
TXN_0016258,0,0.00029042462,-0.0722503253889066,0.34387,NDM_000010,0.016047927062552744,0.10651579772310972,LOW
TXN_0009728,0,2.9501562e-05,-0.1020541303969243,0.07184,NDM_000010,0.016047927062552744,0.024776336193302932,LOW
TXN_0058878,0,1.7753611e-05,-0.0983632055174684,0.09434,NDM_000010,0.016047927062552744,0.03152046221813355,LOW
TXN_0066457,0,4.517589e-05,-0.0864723857142831,0.19014,NDM_000010,0.016047927062552744,0.06027417335735132,LOW
TXN_0023066,0,0.000117001546,-0.0072048737178194,0.92736,NDM_000010,0.016047927062552744,0.28147608618537645,MEDIUM
TXN_0023047,0,7.5887896e-05,-0.0989455831182103,0.09055,NDM_000010,0.016047927062552744,0.030412529360483512,LOW
TXN_0002115,0,2.9181874e-05,-0.1010085664085262,0.07751,NDM_000010,0.016047927062552744,0.026477176349609097,LOW
TXN_0086161,0,0.00013457083,-0.0833302555712036,0.22084,NDM_000010,0.016047927062552744,0.06952887082735391,LOW
TXN_0040557,0,7.910869e-05,-0.067432944670272,0.40114,NDM_000010,0.016047927062552744,0.12359113975909619,LOW
TXN_0023926,0,2.6663804e-05,-0.0821579059475313,0.23291,NDM_000010,0.016047927062552744,0.07309591731426557,LOW
TXN_0035349,0,8.9187e-05,-0.0662267231444844,0.4162,NDM_000010,0.016047927062552744,0.1281141789127168,LOW
TXN_0008224,0,0.0010470134,-0.0636599795328364,0.4485,NDM_000010,0.016047927062552744,0.13828309213445789,LOW
TXN_0045609,0,9.2713046e-05,-0.0727422368162535,0.33816,NDM_000010,0.016047927062552744,0.10470394193545438,LOW
TXN_0086464,0,5.332458e-05,-0.0811725449048973,0.24399,NDM_000010,0.016047927062552744,0.07643324770262139,LOW
TXN_0008074,0,0.00026938436,-0.0624970452262785,0.46271,NDM_000010,0.016047927062552744,0.14215727759061833,LOW
TXN_0041522,0,0.00060464337,-0.0816617692298051,0.23854,NDM_000010,0.016047927062552744,0.07507390709752298,LOW
TXN_0012999,0,4.52759e-05,-0.0697093921629096,0.37322,NDM_000010,0.016047927062552744,0.11519822336318902,LOW
TXN_0077389,0,0.00012589774,-0.0666797756613145,0.41038,NDM_000010,0.016047927062552744,0.12638653428385627,LOW
TXN_0000301,0,4.2246007e-05,-0.0330709469287833,0.77574,NDM_000011,0.0,0.23274312300353472,LOW
TXN_0026841,0,3.170583e-05,-0.0407639126296541,0.70767,NDM_000011,0.0,0.21231685291465743,LOW
TXN_0036522,0,4.0185063e-05,-0.0273958539824838,0.82015,NDM_000011,0.0,0.24606509253148573,LOW
TXN_0010482,0,3.3233046e-05,-0.0320374022399808,0.78427,NDM_000011,0.0,0.23529761652277106,LOW
TXN_0073443,0,3.822299e-05,-0.0509409933013346,0.59909,NDM_000011,0.0,0.1797461114941117,LOW
TXN_0030575,0,0.00033984275,-0.0268976347110718,0.82383,NDM_000011,0.0,0.24731892137534542,LOW
TXN_0007157,0,0.00015665429,-0.0540368376441461,0.56412,NDM_000011,0.0,0.16931432714618413,LOW
TXN_0047818,0,0.0004025877,-0.0266836548467029,0.82533,NDM_000011,0.0,0.24780029384938626,LOW
TXN_0075888,0,0.0002756652,-0.0551030816230933,0.55183,NDM_000011,0.0,0.1656868325978294,LOW
TXN_0097503,0,0.00029705706,-0.034265482935477,0.7658,NDM_000011,0.0,0.22988852853200864,LOW
TXN_0094911,0,0.0002065461,-0.067704367726696,0.39802,NDM_000011,0.0,0.11950927305062672,LOW
TXN_0018452,0,0.00012471329,-0.0485381835068652,0.62624,NDM_000011,0.0,0.18793435664477573,LOW
TXN_0047474,0,5.7395093e-05,-0.0472110835243968,0.64105,NDM_000011,0.0,0.1923436975464405,LOW
TXN_0057416,0,4.2132226e-05,-0.0289855393179741,0.80856,NDM_000011,0.0,0.24258906611282213,LOW
TXN_0017656,0,0.14362945,-0.0424365977297528,0.69114,NDM_000012,0.7141888039793173,0.42199448410871826,MEDIUM
TXN_0085266,1,0.9994717,0.026480068181699,0.99041,NDM_000012,0.7141888039793173,0.9396966228125414,CRITICAL
TXN_0080643,0,0.00031428243,-0.0237408345474906,0.84493,NDM_000012,0.7141888039793173,0.3964739020098672,MEDIUM
TXN_0058819,0,0.911677,-0.0079629648941712,0.92465,NDM_000012,0.7141888039793173,0.8760712622492632,CRITICAL
TXN_0037173,0,0.06909025,-0.0312197914450958,0.79104,NDM_000012,0.7141888039793173,0.41469488437298135,MEDIUM
TXN_0067327,1,0.9933869,-0.0021681025026403,0.94354,NDM_000012,0.7141888039793173,0.922593222929271,CRITICAL
TXN_0067788,0,0.00022296245,0.061864045334295,0.99945,NDM_000012,0.7141888039793173,0.44278424202162175,MEDIUM
TXN_0081350,0,0.00016005563,-0.0411880854468513,0.70395,NDM_000012,0.7141888039793173,0.35410278860982847,MEDIUM
TXN_0012678,0,0.00071008,-0.0280003789772288,0.81602,NDM_000012,0.7141888039793173,0.3879988008101192,MEDIUM
TXN_0015003,0,0.7565865,-0.0187420703591343,0.87475,NDM_000012,0.7141888039793173,0.7835560068266709,CRITICAL
TXN_0014917,0,0.002044278,-0.0081372946741486,0.92399,NDM_000012,0.7141888039793173,0.42105689977794336,MEDIUM
TXN_0020764,1,0.87288964,0.0023860065095205,0.95593,NDM_000012,0.7141888039793173,0.8660615797694047,CRITICAL
TXN_0059927,0,0.0015987166,-0.0204300664668198,0.86539,NDM_000012,0.7141888039793173,0.40325411909439984,MEDIUM
TXN_0042967,0,0.0008295955,-0.0146762043497538,0.89602,NDM_000012,0.7141888039793173,0.41205855854104284,MEDIUM
TXN_0064899,0,0.000567969,-0.0323347393099311,0.78131,NDM_000012,0.7141888039793173,0.37751474529235446,MEDIUM
TXN_0076873,1,0.92194885,-0.0210790330908225,0.86168,NDM_000012,0.7141888039793173,0.8623161858733019,CRITICAL
TXN_0096340,0,0.00041806913,-0.0453675225907746,0.66066,NDM_000012,0.7141888039793173,0.34124479536193253,MEDIUM
TXN_0021943,0,0.00048069752,-0.0271540413770986,0.82184,NDM_000012,0.7141888039793173,0.38963010955555283,MEDIUM
TXN_0090272,1,0.8757289,-0.0199008343693418,0.86858,NDM_000012,0.7141888039793173,0.8412762133963425,CRITICAL
TXN_0096839,0,0.00035212157,-0.0434585599858092,0.68002,NDM_000012,0.7141888039793173,0.347019821580588,MEDIUM
TXN_0033365,0,0.00056496944,-0.0433586134604293,0.68118,NDM_000012,0.7141888039793173,0.3474742455137634,MEDIUM
TXN_0049588,0,0.007519458,-0.025998478592933,0.83,NDM_000012,0.7141888039793173,0.39559748977332015,MEDIUM
TXN_0008523,0,0.00019419835,-0.0367362548719452,0.74471,NDM_000013,0.0,0.22351009917503642,LOW
TXN_0008571,0,3.372259e-05,-0.0251026022311308,0.83588,NDM_000013,0.0,0.25078086129508015,MEDIUM
TXN_0042021,0,0.00011775908,-0.0378032969670942,0.73536,NDM_000013,0.0,0.22066687954102945,LOW
TXN_0049813,0,5.1774412e-05,-0.0567185972952913,0.53265,NDM_000013,0.0,0.15982088720599305,LOW
TXN_0063170,0,2.8411992e-05,-0.0625401205766725,0.46223,NDM_000013,0.0,0.1386832059961945,LOW
TXN_0042216,0,2.8397446e-05,0.0056548495638345,0.963,NDM_000013,0.0,0.28891419872296537,MEDIUM
TXN_0063475,0,1.4343672e-05,-0.0460360689006265,0.65353,NDM_000013,0.0,0.19606617183593225,LOW
TXN_0054231,0,7.1387556e-05,-0.0129725998414221,0.90358,NDM_000013,0.0,0.2711096937780452,MEDIUM
TXN_0065448,0,1.8596651e-05,-0.0425119804907058,0.69047,NDM_000013,0.0,0.20715029832549445,LOW
TXN_0035936,0,6.8982896e-05,-0.0321463906370917,0.78325,NDM_000013,0.0,0.23500949144787736,LOW
TXN_0025392,0,6.287577e-05,-0.0512576485261927,0.59556,NDM_000013,0.0,0.17869943788489978,LOW
TXN_0072321,0,2.6059693e-05,-0.0326121843796914,0.77945,NDM_000013,0.0,0.2338480298467411,LOW
