event_id,account_id,timestamp,change_type,device_model_hash,is_suspicious
DEVCH000110,ACC100214,2026-06-16 05:31:00,os_update,MODEL0079,0
DEVCH000111,ACC100737,2026-06-12 18:24:00,device_change,MODEL0055,0
DEVCH000112,ACC100170,2026-07-24 23:54:00,os_update,MODEL0111,0
DEVCH000113,ACC100194,2026-06-22 02:05:00,sim_change,MODEL0141,0
DEVCH000114,ACC100593,2026-07-22 08:39:00,sim_change,MODEL0194,0
DEVCH000115,ACC100390,2026-06-12 04:11:00,os_update,MODEL0134,0
DEVCH000116,ACC100698,2026-06-21 18:52:00,os_update,MODEL0045,0
DEVCH000117,ACC100593,2026-06-10 16:27:00,sim_change,MODEL0113,0
DEVCH000118,ACC100070,2026-07-17 16:36:00,device_change,MODEL0032,0
DEVCH000119,ACC100252,2026-07-14 04:52:00,os_update,MODEL0138,0
DEVCH000120,ACC100427,2026-07-22 13:42:00,device_change,MODEL0149,0
DEVCH000121,ACC100314,2026-07-02 15:30:00,sim_change,MODEL0082,0
DEVCH000122,ACC100063,2026-06-28 17:32:00,sim_change,MODEL0190,0
DEVCH000123,ACC100586,2026-06-01 17:18:00,device_change,MODEL0059,0
DEVCH000124,ACC100404,2026-06-05 21:11:00,os_update,MODEL0096,0
DEVCH000125,ACC100167,2026-07-26 16:21:00,os_update,MODEL0004,0
DEVCH000126,ACC100519,2026-06-10 12:22:00,device_change,MODEL0055,0
DEVCH000127,ACC100703,2026-07-11 05:03:00,device_change,MODEL0035,0
DEVCH000128,ACC100192,2026-07-04 10:06:00,device_change,MODEL0112,0
DEVCH000129,ACC100584,2026-06-19 02:39:00,sim_change,MODEL0154,0
DEVCH000130,ACC100056,2026-06-21 03:06:00,sim_change,MODEL0165,0
DEVCH000131,ACC100493,2026-06-24 00:06:00,os_update,MODEL0115,0
DEVCH000132,ACC100585,2026-06-15 02:36:00,os_update,MODEL0131,0
DEVCH000133,ACC100136,2026-07-18 00:26:00,os_update,MODEL0071,0
DEVCH000134,ACC100621,2026-07-04 15:18:00,device_change,MODEL0074,0
DEVCH000135,ACC100525,2026-07-10 11:44:00,sim_change,MODEL0024,0
DEVCH000136,ACC100208,2026-07-28 08:54:00,os_update,MODEL0152,0
DEVCH000137,ACC100613,2026-07-26 08:05:00,os_update,MODEL0174,0
DEVCH000138,ACC100640,2026-06-11 11:14:00,os_update,MODEL0053,0
DEVCH000139,ACC100275,2026-07-07 07:55:00,sim_change,MODEL0149,0
DEVCH000140,ACC100594,2026-07-12 08:31:00,sim_change,MODEL0007,0
DEVCH000141,ACC100641,2026-07-08 00:31:00,sim_change,MODEL0179,0
DEVCH000142,ACC100468,2026-06-28 11:39:00,os_update,MODEL0093,0
DEVCH000143,ACC100577,2026-07-16 14:02:00,os_update,MODEL0033,0
DEVCH000144,ACC100562,2026-06-01 08:46:00,device_change,MODEL0097,0
DEVCH000145,ACC100377,2026-07-02 05:52:00,device_change,MODEL0083,0
DEVCH000146,ACC100648,2026-07-28 12:05:00,os_update,MODEL0088,0
DEVCH000147,ACC100023,2026-07-20 18:11:00,sim_change,MODEL0025,0
DEVCH000148,ACC100502,2026-06-07 09:50:00,device_change,MODEL0067,0
DEVCH000149,ACC100540,2026-06-25 01:56:00,os_update,MODEL0006,0
DEVCH000150,ACC100495,2026-07-17 19:41:00,device_change,MODEL0133,0
DEVCH000151,ACC100038,2026-07-22 14:26:00,sim_change,MODEL0008,0
DEVCH000152,ACC100325,2026-07-14 08:13:00,os_update,MODEL0033,0
DEVCH000153,ACC100157,2026-07-13 19:58:00,device_change,MODEL0073,0
DEVCH000154,ACC100509,2026-06-17 18:36:00,device_change,MODEL0015,0
DEVCH000155,ACC100329,2026-06-03 23:16:00,os_update,MODEL0002,0
DEVCH000156,ACC100195,2026-07-14 00:02:00,device_change,MODEL0163,0
DEVCH000157,ACC100511,2026-07-18 19:44:00,device_change,MODEL0012,0
DEVCH000158,ACC100345,2026-07-16 06:47:00,sim_change,MODEL0185,0
DEVCH000159,ACC100252,2026-06-03 03:21:00,sim_change,MODEL0166,0
DEVCH000160,ACC100496,2026-07-09 07:20:00,device_change,MODEL0019,0
DEVCH000161,ACC100227,2026-07-02 08:31:00,device_change,MODEL0155,0
DEVCH000162,ACC100292,2026-06-27 12:04:00,device_change,MODEL0066,0
DEVCH000163,ACC100098,2026-06-18 12:29:00,device_change,MODEL0001,0
DEVCH000164,ACC100228,2026-06-22 07:50:00,sim_change,MODEL0023,0
DEVCH000165,ACC100354,2026-06-04 19:49:00,os_update,MODEL0123,0
DEVCH000166,ACC100378,2026-07-15 18:19:00,os_update,MODEL0016,0
DEVCH000167,ACC100048,2026-07-09 06:54:00,sim_change,MODEL0135,0
DEVCH000168,ACC100073,2026-07-07 00:11:00,sim_change,MODEL0151,0
DEVCH000169,ACC100131,2026-07-23 13:26:00,os_update,MODEL0049,0
DEVCH000170,ACC100487,2026-07-01 09:35:00,device_change,MODEL0026,0
DEVCH000171,ACC100522,2026-06-22 23:58:00,sim_change,MODEL0101,1
DEVCH000172,ACC100748,2026-07-26 12:51:00,device_change,MODEL0044,0
DEVCH000173,ACC100337,2026-06-20 03:16:00,os_update,MODEL0035,0
DEVCH000174,ACC100794,2026-07-30 08:19:00,sim_change,MODEL0086,0
DEVCH000175,ACC100016,2026-07-15 23:36:00,device_change,MODEL0053,0
DEVCH000176,ACC100799,2026-06-04 17:35:00,sim_change,MODEL0053,0
DEVCH000177,ACC100360,2026-06-11 21:34:00,sim_change,MODEL0126,0
DEVCH000178,ACC100396,2026-07-05 18:35:00,sim_change,MODEL0097,0
DEVCH000179,ACC100526,2026-06-22 16:25:00,os_update,MODEL0036,0
DEVCH000180,ACC100101,2026-06-17 07:13:00,os_update,MODEL0031,0
DEVCH000181,ACC100737,2026-07-13 07:54:00,os_update,MODEL0147,0
DEVCH000182,ACC100797,2026-07-25 09:52:00,sim_change,MODEL0089,0
DEVCH000183,ACC100747,2026-07-18 17:56:00,device_change,MODEL0109,0
DEVCH000184,ACC100311,2026-06-10 11:24:00,os_update,MODEL0133,0
DEVCH000185,ACC100624,2026-06-08 22:36:00,os_update,MODEL0099,0
DEVCH000186,ACC100107,2026-06-26 19:39:00,sim_change,MODEL0009,0
DEVCH000187,ACC100057,2026-07-26 03:39:00,device_change,MODEL0040,0
DEVCH000188,ACC100135,2026-07-28 07:34:00,sim_change,MODEL0163,0
DEVCH000189,ACC100592,2026-06-17 19:30:00,os_update,MODEL0177,0
DEVCH000190,ACC100343,2026-06-25 03:22:00,device_change,MODEL0002,0
DEVCH000191,ACC100398,2026-06-12 09:01:00,os_update,MODEL0025,0
DEVCH000192,ACC100239,2026-07-13 06:14:00,sim_change,MODEL0123,0
DEVCH000193,ACC100016,2026-07-24 08:00:00,device_change,MODEL0190,0
DEVCH000194,ACC100417,2026-07-10 19:45:00,sim_change,MODEL0140,0
DEVCH000195,ACC100772,2026-06-14 09:56:00,sim_change,MODEL0156,0
DEVCH000196,ACC100237,2026-06-23 14:20:00,device_change,MODEL0160,0
DEVCH000197,ACC100220,2026-06-01 06:00:00,device_change,MODEL0003,0
DEVCH000198,ACC100652,2026-07-28 05:41:00,sim_change,MODEL0141,0
DEVCH000199,ACC100565,2026-07-12 17:43:00,os_update,MODEL0089,0
DEVCH000200,ACC100142,2026-06-06 07:40:00,os_update,MODEL0049,0
DEVCH000201,ACC100492,2026-06-08 23:32:00,os_update,MODEL0136,0
DEVCH000202,ACC100797,2026-06-03 16:08:00,os_update,MODEL0145,0
DEVCH000203,ACC100641,2026-06-14 12:08:00,device_change,MODEL0047,0
DEVCH000204,ACC100191,2026-06-20 18:22:00,sim_change,MODEL0128,0
DEVCH000205,ACC100113,2026-07-09 17:39:00,device_change,MODEL0162,0
DEVCH000206,ACC100584,2026-07-07 20:40:00,os_update,MODEL0060,0
DEVCH000207,ACC100496,2026-07-22 15:09:00,device_change,MODEL0067,0
DEVCH000208,ACC100695,2026-07-13 00:48:00,device_change,MODEL0065,0
DEVCH000209,ACC100426,2026-06-07 16:03:00,sim_change,MODEL0087,0
DEVCH000210,ACC100660,2026-07-12 04:49:00,sim_change,MODEL0139,1
DEVCH000211,ACC100627,2026-07-30 01:23:00,device_change,MODEL0178,0
DEVCH000212,ACC100518,2026-06-08 13:53:00,os_update,MODEL0149,0
DEVCH000213,ACC100078,2026-06-18 14:20:00,os_update,MODEL0011,0
DEVCH000214,ACC100705,2026-06-09 13:31:00,sim_change,MODEL0067,0
DEVCH000215,ACC100228,2026-06-08 14:58:00,os_update,MODEL0033,0
DEVCH000216,ACC100221,2026-06-02 04:38:00,device_change,MODEL0062,0
DEVCH000217,ACC100003,2026-07-06 09:05:00,os_update,MODEL0145,0
DEVCH000218,ACC100397,2026-06-24 03:46:00,os_update,MODEL0037,0
DEVCH000219,ACC100297,2026-07-26 17:32:00,device_change,MODEL0056,0
DEVCH000220,ACC100643,2026-06-06 23:48:00,sim_change,MODEL0154,0
DEVCH000221,ACC100197,2026-07-06 00:29:00,device_change,MODEL0129,0
DEVCH000222,ACC100415,2026-06-13 02:10:00,sim_change,MODEL0025,0
DEVCH000223,ACC100712,2026-06-30 12:56:00,os_update,MODEL0068,0
DEVCH000224,ACC100298,2026-07-22 11:17:00,device_change,MODEL0122,0
DEVCH000225,ACC100706,2026-06-02 16:38:00,device_change,MODEL0022,0
DEVCH000226,ACC100649,2026-06-04 14:38:00,sim_change,MODEL0024,0
DEVCH000227,ACC100194,2026-07-05 13:15:00,os_update,MODEL0094,0
DEVCH000228,ACC100114,2026-06-29 11:49:00,device_change,MODEL0148,0
DEVCH000229,ACC100379,2026-06-26 09:18:00,os_update,MODEL0008,0
DEVCH000230,ACC100769,2026-07-23 19:55:00,sim_change,MODEL0041,0
DEVCH000231,ACC100172,2026-06-29 01:58:00,os_update,MODEL0118,0
DEVCH000232,ACC100679,2026-07-10 22:37:00,os_update,MODEL0115,0
DEVCH000233,ACC100770,2026-07-28 16:22:00,os_update,MODEL0062,0
DEVCH000234,ACC100647,2026-06-20 04:51:00,device_change,MODEL0067,0
DEVCH000235,ACC100045,2026-06-25 03:04:00,device_change,MODEL0147,0
DEVCH000236,ACC100669,2026-06-26 18:18:00,sim_change,MODEL0089,0
DEVCH000237,ACC100508,2026-07-12 02:28:00,os_update,MODEL0085,0
DEVCH000238,ACC100275,2026-07-03 05:52:00,os_update,MODEL0087,0
DEVCH000239,ACC100228,2026-07-06 12:15:00,os_update,MODEL0014,0
DEVCH000240,ACC100712,2026-06-10 10:33:00,device_change,MODEL0139,0
DEVCH000241,ACC100056,2026-06-30 21:24:00,os_update,MODEL0177,0
DEVCH000242,ACC100051,2026-07-23 13:16:00,device_change,MODEL0049,0
DEVCH000243,ACC100394,2026-07-09 13:30:00,sim_change,MODEL0195,0
DEVCH000244,ACC100605,2026-07-07 01:21:00,device_change,MODEL0110,0
DEVCH000245,ACC100786,2026-07-18 07:55:00,os_update,MODEL0012,0
DEVCH000246,ACC100470,2026-06-04 17:58:00,sim_change,MODEL0156,0
DEVCH000247,ACC100378,2026-06-16 01:50:00,os_update,MODEL0195,0
DEVCH000248,ACC100699,2026-07-30 00:37:00,sim_change,MODEL0095,0
DEVCH000249,ACC100608,2026-06-21 14:28:00,device_change,MODEL0126,0
DEVCH000250,ACC100031,2026-06-13 20:19:00,os_update,MODEL0084,0
DEVCH000251,ACC100646,2026-06-17 21:53:00,os_update,MODEL0104,0
DEVCH000252,ACC100547,2026-06-07 16:38:00,sim_change,MODEL0120,0
DEVCH000253,ACC100598,2026-06-04 05:39:00,os_update,MODEL0180,1
DEVCH000254,ACC100522,2026-07-28 08:36:00,sim_change,MODEL0144,1
DEVCH000255,ACC100520,2026-07-12 16:38:00,os_update,MODEL0107,0
DEVCH000256,ACC100545,2026-06-11 22:09:00,device_change,MODEL0163,0
DEVCH000257,ACC100032,2026-07-26 03:11:00,os_update,MODEL0108,0
DEVCH000258,ACC100531,2026-06-23 13:46:00,device_change,MODEL0102,0
DEVCH000259,ACC100686,2026-07-12 11:09:00,sim_change,MODEL0064,0
DEVCH000260,ACC100465,2026-07-04 17:31:00,os_update,MODEL0129,0
DEVCH000261,ACC100549,2026-06-05 02:29:00,sim_change,MODEL0191,0
DEVCH000262,ACC100007,2026-07-11 08:38:00,device_change,MODEL0046,0
DEVCH000263,ACC100195,2026-07-01 05:53:00,os_update,MODEL0174,0
DEVCH000264,ACC100668,2026-06-12 01:28:00,device_change,MODEL0017,0
DEVCH000265,ACC100041,2026-07-09 02:04:00,device_change,MODEL0066,0
DEVCH000266,ACC100118,2026-06-27 10:55:00,device_change,MODEL0095,0
DEVCH000267,ACC100333,2026-06-26 09:16:00,os_update,MODEL0017,0
DEVCH000268,ACC100745,2026-07-25 11:10:00,sim_change,MODEL0051,0
DEVCH000269,ACC100249,2026-06-13 22:33:00,sim_change,MODEL0129,0
DEVCH000270,ACC100305,2026-06-09 00:02:00,os_update,MODEL0046,0
DEVCH000271,ACC100317,2026-07-03 06:00:00,os_update,MODEL0097,0
DEVCH000272,ACC100781,2026-06-28 17:10:00,os_update,MODEL0182,0
DEVCH000273,ACC100660,2026-06-14 15:26:00,sim_change,MODEL0000,1
DEVCH000274,ACC100689,2026-07-06 19:07:00,device_change,MODEL0117,0
DEVCH000275,ACC100259,2026-07-08 14:18:00,sim_change,MODEL0022,1
DEVCH000276,ACC100527,2026-07-24 17:59:00,device_change,MODEL0166,0
DEVCH000277,ACC100475,2026-06-05 08:08:00,device_change,MODEL0179,0
DEVCH000278,ACC100535,2026-06-23 21:24:00,os_update,MODEL0108,0
DEVCH000279,ACC100138,2026-06-10 13:52:00,device_change,MODEL0171,0
DEVCH000280,ACC100148,2026-07-14 19:25:00,device_change,MODEL0043,0
DEVCH000281,ACC100362,2026-06-17 03:45:00,os_update,MODEL0099,0
DEVCH000282,ACC100779,2026-07-05 10:23:00,device_change,MODEL0105,0
DEVCH000283,ACC100633,2026-06-28 09:59:00,sim_change,MODEL0182,0
DEVCH000284,ACC100367,2026-07-16 23:12:00,os_update,MODEL0066,0
DEVCH000285,ACC100613,2026-06-10 15:09:00,os_update,MODEL0125,0
DEVCH000286,ACC100621,2026-07-05 18:46:00,sim_change,MODEL0135,0
DEVCH000287,ACC100272,2026-07-10 15:27:00,os_update,MODEL0164,0
DEVCH000288,ACC100485,2026-07-20 20:23:00,sim_change,MODEL0029,0
DEVCH000289,ACC100140,2026-07-02 21:24:00,device_change,MODEL0104,0
DEVCH000290,ACC100505,2026-07-12 20:05:00,device_change,MODEL0028,0
DEVCH000291,ACC100704,2026-07-04 15:22:00,device_change,MODEL0078,0
DEVCH000292,ACC100335,2026-06-26 04:06:00,device_change,MODEL0107,0
DEVCH000293,ACC100310,2026-07-29 06:27:00,device_change,MODEL0197,0
DEVCH000294,ACC100556,2026-06-15 22:53:00,os_update,MODEL0153,0
DEVCH000295,ACC100305,2026-06-02 07:06:00,device_change,MODEL0163,0
DEVCH000296,ACC100305,2026-06-12 22:14:00,sim_change,MODEL0117,0
DEVCH000297,ACC100423,2026-07-07 23:54:00,os_update,MODEL0060,0
DEVCH000298,ACC100410,2026-06-29 11:49:00,sim_change,MODEL0050,0
DEVCH000299,ACC100478,2026-06-20 03:26:00,device_change,MODEL0191,0
DEVCH000300,ACC100529,2026-06-20 02:02:00,os_update,MODEL0087,0
DEVCH000301,ACC100551,2026-07-15 14:47:00,device_change,MODEL0067,0
DEVCH000302,ACC100468,2026-06-14 01:44:00,device_change,MODEL0176,0
DEVCH000303,ACC100754,2026-06-04 03:29:00,device_change,MODEL0104,0
DEVCH000304,ACC100508,2026-07-04 19:12:00,sim_change,MODEL0092,0
DEVCH000305,ACC100406,2026-06-02 19:30:00,device_change,MODEL0191,0
DEVCH000306,ACC100068,2026-07-06 23:20:00,os_update,MODEL0142,0
DEVCH000307,ACC100201,2026-06-22 18:24:00,device_change,MODEL0007,0
DEVCH000308,ACC100251,2026-07-23 10:32:00,os_update,MODEL0160,0
DEVCH000309,ACC100365,2026-07-20 04:10:00,sim_change,MODEL0159,0
DEVCH000310,ACC100774,2026-07-25 12:07:00,os_update,MODEL0040,0
DEVCH000311,ACC100112,2026-06-09 00:37:00,sim_change,MODEL0167,0
DEVCH000312,ACC100047,2026-07-25 18:59:00,device_change,MODEL0104,0
DEVCH000313,ACC100506,2026-06-21 07:24:00,device_change,MODEL0153,0
DEVCH000314,ACC100293,2026-06-09 12:41:00,os_update,MODEL0186,0
DEVCH000315,ACC100708,2026-07-29 18:21:00,sim_change,MODEL0148,0
DEVCH000316,ACC100428,2026-06-12 06:56:00,os_update,MODEL0059,0
DEVCH000317,ACC100566,2026-06-22 16:06:00,os_update,MODEL0003,0
DEVCH000318,ACC100014,2026-07-03 21:49:00,device_change,MODEL0149,0
DEVCH000319,ACC100351,2026-07-25 16:59:00,sim_change,MODEL0177,0
DEVCH000320,ACC100667,2026-06-06 22:48:00,os_update,MODEL0020,0
DEVCH000321,ACC100106,2026-07-22 11:52:00,device_change,MODEL0051,0
DEVCH000322,ACC100382,2026-06-07 20:52:00,os_update,MODEL0032,0
DEVCH000323,ACC100751,2026-07-29 02:46:00,device_change,MODEL0025,0
DEVCH000324,ACC100486,2026-06-10 01:29:00,device_change,MODEL0112,0
DEVCH000325,ACC100437,2026-06-20 11:42:00,device_change,MODEL0123,0
DEVCH000326,ACC100347,2026-06-30 07:08:00,device_change,MODEL0145,0
DEVCH000327,ACC100210,2026-06-15 12:58:00,sim_change,MODEL0060,0
DEVCH000328,ACC100103,2026-06-17 09:41:00,os_update,MODEL0160,0
DEVCH000329,ACC100511,2026-06-27 06:33:00,os_update,MODEL0161,0
DEVCH000330,ACC100656,2026-06-23 12:14:00,sim_change,MODEL0196,0
DEVCH000331,ACC100408,2026-06-30 19:07:00,device_change,MODEL0008,0
DEVCH000332,ACC100027,2026-06-17 16:47:00,device_change,MODEL0054,0
DEVCH000333,ACC100003,2026-07-14 11:21:00,device_change,MODEL0061,0
DEVCH000334,ACC100382,2026-07-20 16:17:00,os_update,MODEL0123,0
DEVCH000335,ACC100416,2026-06-17 07:04:00,sim_change,MODEL0032,0
DEVCH000336,ACC100428,2026-06-30 13:08:00,os_update,MODEL0167,0
DEVCH000337,ACC100352,2026-06-16 08:03:00,device_change,MODEL0031,0
DEVCH000338,ACC100314,2026-07-11 12:50:00,device_change,MODEL0107,0
DEVCH000339,ACC100666,2026-07-29 01:23:00,device_change,MODEL0112,0
DEVCH000340,ACC100610,2026-06-03 16:57:00,device_change,MODEL0194,0
DEVCH000341,ACC100094,2026-07-29 06:40:00,sim_change,MODEL0182,0
DEVCH000342,ACC100651,2026-06-12 11:12:00,device_change,MODEL0048,0
DEVCH000343,ACC100460,2026-06-25 06:38:00,os_update,MODEL0029,0
DEVCH000344,ACC100213,2026-07-26 13:26:00,os_update,MODEL0114,0
