transaction_id,account_id,timestamp,amount,currency,channel,counterparty_id,is_fraud
TXN000168,ACC100205,2026-07-01 03:11:00,393.67,N$,p2p_transfer,CP01564,0
TXN000169,ACC100440,2026-07-18 00:15:00,183.78,N$,p2p_transfer,CP03877,0
TXN000170,ACC100551,2026-06-09 09:27:00,234.75,N$,p2p_transfer,CP01957,0
TXN000171,ACC100747,2026-06-18 22:00:00,701.63,N$,merchant_payment,CP02150,0
TXN000172,ACC100206,2026-06-06 06:36:00,510.6,N$,p2p_transfer,CP01668,0
TXN000173,ACC100618,2026-06-30 21:38:00,361.72,N$,p2p_transfer,CP03757,0
TXN000174,ACC100193,2026-06-19 04:01:00,418.26,N$,p2p_transfer,CP00960,0
TXN000175,ACC100154,2026-07-20 08:57:00,302.46,N$,p2p_transfer,CP00601,0
TXN000176,ACC100781,2026-07-19 15:57:00,229.39,N$,merchant_payment,CP03621,0
TXN000177,ACC100710,2026-07-23 05:18:00,474.55,N$,merchant_payment,CP02562,0
TXN000178,ACC100026,2026-07-19 12:10:00,383.83,N$,bill_payment,CP01055,0
TXN000179,ACC100740,2026-07-19 06:57:00,727.25,N$,cash_out,CP02127,0
TXN000180,ACC100163,2026-07-11 23:11:00,660.82,N$,merchant_payment,CP01815,0
TXN000181,ACC100458,2026-06-23 04:25:00,119.0,N$,p2p_transfer,CP00224,0
TXN000182,ACC100516,2026-06-06 04:17:00,2787.16,N$,merchant_payment,CP03213,0
TXN000183,ACC100664,2026-07-27 02:06:00,488.89,N$,p2p_transfer,CP02968,0
TXN000184,ACC100320,2026-06-10 11:22:00,1129.37,N$,p2p_transfer,CP00301,0
TXN000185,ACC100072,2026-06-06 12:27:00,376.41,N$,p2p_transfer,CP02012,0
TXN000186,ACC100146,2026-07-13 01:05:00,375.66,N$,cash_out,CP02751,0
TXN000187,ACC100089,2026-07-28 13:40:00,298.37,N$,bill_payment,CP03500,0
TXN000188,ACC100047,2026-07-15 14:42:00,561.53,N$,p2p_transfer,CP03230,0
TXN000189,ACC100522,2026-06-29 03:08:00,257.97,N$,p2p_transfer,CP00946,0
TXN000190,ACC100193,2026-06-03 17:44:00,619.62,N$,merchant_payment,CP01937,0
TXN000191,ACC100562,2026-06-04 16:59:00,195.98,N$,p2p_transfer,CP03620,0
TXN000192,ACC100498,2026-07-14 07:39:00,472.91,N$,merchant_payment,CP01596,0
TXN000193,ACC100212,2026-06-04 23:08:00,844.23,N$,p2p_transfer,CP00841,0
TXN000194,ACC100545,2026-07-20 06:03:00,517.58,N$,p2p_transfer,CP02618,0
TXN000195,ACC100012,2026-07-02 01:33:00,726.1,N$,cash_out,CP02789,0
TXN000196,ACC100303,2026-06-18 03:56:00,1510.45,N$,merchant_payment,CP01299,0
TXN000197,ACC100130,2026-07-27 21:51:00,321.08,N$,p2p_transfer,CP03966,0
TXN000198,ACC100102,2026-06-06 04:55:00,632.85,N$,cash_out,CP03789,0
TXN000199,ACC100177,2026-06-06 16:10:00,202.23,N$,p2p_transfer,CP00715,0
TXN000200,ACC100110,2026-06-02 05:03:00,699.28,N$,cash_out,CP02317,0
TXN000201,ACC100669,2026-07-08 04:23:00,151.17,N$,p2p_transfer,CP03896,0
TXN000202,ACC100282,2026-07-14 17:39:00,366.61,N$,p2p_transfer,CP02636,0
TXN000203,ACC100697,2026-06-27 19:45:00,189.74,N$,cash_out,CP01594,0
TXN000204,ACC100795,2026-07-28 05:27:00,562.67,N$,merchant_payment,CP00059,0
TXN000205,ACC100791,2026-07-20 17:58:00,214.64,N$,merchant_payment,CP01868,0
TXN000206,ACC100324,2026-07-12 13:18:00,851.54,N$,bill_payment,CP02073,0
TXN000207,ACC100488,2026-06-03 19:25:00,122.33,N$,merchant_payment,CP00035,0
TXN000208,ACC100732,2026-07-02 20:41:00,886.72,N$,merchant_payment,CP00291,0
TXN000209,ACC100299,2026-07-13 03:24:00,1064.14,N$,p2p_transfer,CP03717,0
TXN000210,ACC100700,2026-06-01 17:39:00,601.56,N$,bill_payment,CP00743,0
TXN000211,ACC100573,2026-06-22 09:44:00,318.02,N$,bill_payment,CP01742,0
TXN000212,ACC100391,2026-06-11 20:04:00,381.49,N$,p2p_transfer,CP01133,0
TXN000213,ACC100051,2026-07-23 01:20:00,501.77,N$,bill_payment,CP02449,0
TXN000214,ACC100451,2026-07-18 23:22:00,2709.89,N$,p2p_transfer,CP03953,0
TXN000215,ACC100761,2026-06-12 05:55:00,1568.2,N$,p2p_transfer,CP02959,0
TXN000216,ACC100035,2026-07-24 04:54:00,5910.56,N$,merchant_payment,CP01036,0
TXN000217,ACC100475,2026-07-09 04:05:00,329.85,N$,merchant_payment,CP00044,0
TXN000218,ACC100727,2026-06-08 12:17:00,337.15,N$,bill_payment,CP01540,0
TXN000219,ACC100085,2026-07-02 22:02:00,310.96,N$,p2p_transfer,CP00204,0
TXN000220,ACC100395,2026-06-19 11:12:00,375.62,N$,merchant_payment,CP02645,0
TXN000221,ACC100659,2026-07-11 16:25:00,205.27,N$,merchant_payment,CP02618,0
TXN000222,ACC100487,2026-07-09 14:45:00,317.42,N$,merchant_payment,CP03137,0
TXN000223,ACC100568,2026-06-23 22:11:00,874.46,N$,cash_out,CP01905,0
TXN000224,ACC100798,2026-06-13 22:36:00,141.01,N$,merchant_payment,CP00637,0
TXN000225,ACC100005,2026-07-11 02:24:00,396.38,N$,merchant_payment,CP00355,0
TXN000226,ACC100223,2026-07-08 22:29:00,966.24,N$,merchant_payment,CP00076,0
TXN000227,ACC100140,2026-07-26 21:05:00,1097.54,N$,merchant_payment,CP03570,0
TXN000228,ACC100685,2026-06-12 02:43:00,405.09,N$,merchant_payment,CP00817,0
TXN000229,ACC100136,2026-06-01 23:05:00,153.55,N$,merchant_payment,CP03631,0
TXN000230,ACC100641,2026-07-13 02:22:00,1019.26,N$,merchant_payment,CP02358,0
TXN000231,ACC100729,2026-06-08 21:08:00,251.87,N$,p2p_transfer,CP01153,0
TXN000232,ACC100416,2026-06-14 22:31:00,932.81,N$,p2p_transfer,CP00121,0
TXN000233,ACC100215,2026-07-12 12:18:00,311.74,N$,merchant_payment,CP01794,0
TXN000234,ACC100378,2026-06-05 17:18:00,449.38,N$,p2p_transfer,CP00543,0
TXN000235,ACC100376,2026-07-14 18:53:00,376.88,N$,p2p_transfer,CP03751,0
TXN000236,ACC100490,2026-06-13 18:12:00,651.12,N$,p2p_transfer,CP00003,0
TXN000237,ACC100026,2026-06-19 07:36:00,1126.5,N$,p2p_transfer,CP03965,0
TXN000238,ACC100478,2026-06-24 12:53:00,463.24,N$,cash_out,CP01548,0
TXN000239,ACC100176,2026-06-15 08:34:00,489.79,N$,merchant_payment,CP02773,0
TXN000240,ACC100320,2026-07-25 13:16:00,274.07,N$,p2p_transfer,CP01918,0
TXN000241,ACC100449,2026-06-17 21:26:00,678.53,N$,p2p_transfer,CP01354,0
TXN000242,ACC100696,2026-07-21 15:03:00,321.49,N$,p2p_transfer,CP01150,0
TXN000243,ACC100042,2026-06-11 02:55:00,154.64,N$,p2p_transfer,CP02277,0
TXN000244,ACC100492,2026-06-10 13:41:00,1432.27,N$,p2p_transfer,CP01213,0
TXN000245,ACC100330,2026-07-04 02:51:00,411.52,N$,p2p_transfer,CP02212,0
TXN000246,ACC100288,2026-07-02 18:04:00,627.61,N$,cash_out,CP00210,0
TXN000247,ACC100131,2026-06-25 06:00:00,236.35,N$,p2p_transfer,CP02593,0
TXN000248,ACC100711,2026-06-05 21:13:00,1540.48,N$,cash_out,CP02294,0
TXN000249,ACC100796,2026-06-02 15:06:00,681.8,N$,p2p_transfer,CP00078,0
TXN000250,ACC100162,2026-07-17 07:20:00,287.98,N$,cash_out,CP00725,0
TXN000251,ACC100693,2026-06-05 00:25:00,394.96,N$,merchant_payment,CP03690,0
TXN000252,ACC100131,2026-07-12 16:26:00,1007.61,N$,cash_out,CP02958,0
TXN000253,ACC100054,2026-06-25 05:03:00,431.09,N$,p2p_transfer,CP01628,0
TXN000254,ACC100281,2026-06-30 13:05:00,632.72,N$,merchant_payment,CP00497,0
TXN000255,ACC100106,2026-07-25 01:11:00,1409.31,N$,cash_out,CP00909,0
TXN000256,ACC100702,2026-06-09 23:52:00,2333.15,N$,bill_payment,CP00271,0
TXN000257,ACC100166,2026-06-22 01:36:00,242.32,N$,merchant_payment,CP00103,0
TXN000258,ACC100363,2026-07-21 05:57:00,3845.95,N$,cash_out,CP03854,0
TXN000259,ACC100481,2026-06-12 03:05:00,238.1,N$,p2p_transfer,CP01671,0
TXN000260,ACC100673,2026-07-23 13:05:00,210.6,N$,merchant_payment,CP01007,0
TXN000261,ACC100516,2026-06-08 14:19:00,448.82,N$,p2p_transfer,CP03407,0
TXN000262,ACC100587,2026-06-04 02:41:00,147.35,N$,merchant_payment,CP00768,0
TXN000263,ACC100711,2026-06-22 10:43:00,77.03,N$,merchant_payment,CP02231,0
TXN000264,ACC100598,2026-07-19 19:44:00,1967.64,N$,p2p_transfer,CP02819,1
TXN000265,ACC100540,2026-07-16 14:05:00,318.86,N$,bill_payment,CP02476,0
TXN000266,ACC100735,2026-06-24 11:27:00,1256.18,N$,merchant_payment,CP00828,0
TXN000267,ACC100098,2026-07-03 12:12:00,225.59,N$,cash_out,CP02747,0
TXN000268,ACC100508,2026-07-11 02:17:00,176.34,N$,p2p_transfer,CP02830,0
TXN000269,ACC100714,2026-07-16 13:22:00,513.94,N$,p2p_transfer,CP00788,0
TXN000270,ACC100602,2026-06-08 09:56:00,205.35,N$,p2p_transfer,CP02701,0
TXN000271,ACC100728,2026-07-25 07:13:00,1145.86,N$,bill_payment,CP03278,0
TXN000272,ACC100663,2026-06-06 01:08:00,375.57,N$,p2p_transfer,CP03757,0
TXN000273,ACC100186,2026-07-23 19:37:00,169.46,N$,merchant_payment,CP01666,0
TXN000274,ACC100053,2026-07-17 17:44:00,219.78,N$,cash_out,CP03809,0
TXN000275,ACC100110,2026-06-11 23:03:00,47.0,N$,bill_payment,CP00019,0
TXN000276,ACC100493,2026-06-28 03:38:00,611.73,N$,cash_out,CP00449,0
TXN000277,ACC100167,2026-06-03 08:28:00,346.19,N$,p2p_transfer,CP03705,0
TXN000278,ACC100044,2026-06-03 19:54:00,371.56,N$,merchant_payment,CP03514,0
TXN000279,ACC100220,2026-07-24 23:39:00,426.11,N$,cash_out,CP02916,0
TXN000280,ACC100149,2026-07-28 21:46:00,331.46,N$,cash_out,CP03348,0
TXN000281,ACC100192,2026-06-22 16:56:00,102.65,N$,merchant_payment,CP00926,0
TXN000282,ACC100318,2026-07-03 17:04:00,1981.79,N$,p2p_transfer,CP01675,0
TXN000283,ACC100357,2026-06-25 15:59:00,1315.96,N$,merchant_payment,CP02418,0
TXN000284,ACC100750,2026-06-21 04:52:00,130.75,N$,merchant_payment,CP00700,0
TXN000285,ACC100685,2026-07-05 00:04:00,807.59,N$,cash_out,CP01248,0
TXN000286,ACC100444,2026-07-15 06:03:00,237.61,N$,merchant_payment,CP00047,0
TXN000287,ACC100395,2026-06-18 02:52:00,136.21,N$,p2p_transfer,CP00802,0
TXN000288,ACC100192,2026-06-07 02:33:00,637.66,N$,merchant_payment,CP00095,0
TXN000289,ACC100759,2026-06-07 19:42:00,544.14,N$,p2p_transfer,CP02497,0
TXN000290,ACC100634,2026-07-21 17:55:00,574.42,N$,merchant_payment,CP00830,0
TXN000291,ACC100127,2026-07-20 01:22:00,53.78,N$,p2p_transfer,CP01427,0
TXN000292,ACC100557,2026-06-20 00:20:00,74.18,N$,cash_out,CP02419,0
TXN000293,ACC100266,2026-07-12 21:41:00,250.26,N$,cash_out,CP02355,0
TXN000294,ACC100050,2026-06-04 17:33:00,1275.4,N$,merchant_payment,CP02707,0
TXN000295,ACC100396,2026-07-24 05:10:00,846.75,N$,p2p_transfer,CP01953,0
TXN000296,ACC100639,2026-06-13 12:59:00,480.33,N$,merchant_payment,CP01847,0
TXN000297,ACC100419,2026-07-22 18:03:00,173.45,N$,merchant_payment,CP00975,0
TXN000298,ACC100411,2026-07-06 07:36:00,101.2,N$,merchant_payment,CP02132,0
TXN000299,ACC100661,2026-06-12 10:37:00,196.07,N$,p2p_transfer,CP02873,0
TXN000300,ACC100232,2026-06-07 03:08:00,553.06,N$,merchant_payment,CP01831,0
